randomized,unique_id,network_type,source_id,network_path,uncertainty,n_experiments,parameter_random_seed,sa_source_id,sa_source_path,sa_n,sa_m0,sa_target_stat,sa_target_value_requested,sa_seed,sa_degree_gini_mode,sa_connectivity_mode,sa_in_band_loss_mode,sa_target_in_band_loss_mode,sa_preserve_in_band_loss_mode,sa_feasible_preserve_weight,sa_feasible_selection_mode,sa_baseline_density,sa_baseline_degree_gini,sa_baseline_clustering,sa_baseline_triplets,sa_baseline_closed_triplets,sa_target_value_achieved,sa_achieved_density,sa_achieved_degree_gini,sa_achieved_clustering,sa_achieved_triplets,sa_achieved_closed_triplets,sa_target_error,sa_target_error_scaled,sa_preserve_center,sa_max_preserve_error_scaled,sa_edit_distance,sa_feasible,sa_delta_density,sa_delta_degree_gini,sa_delta_clustering,sa_preserve_error_degree_gini,sa_preserve_error_clustering,sa_preserve_error_scaled_degree_gini,sa_preserve_error_scaled_clustering,sa_attain_phase,sa_attain_seed,sa_attain_runtime_seconds,sa_attain_initial_temperature,sa_attain_final_temperature,sa_attain_best_energy,sa_attain_current_energy,sa_attain_n_proposals,sa_attain_n_accepted,sa_attain_acceptance_rate,sa_attain_found_feasible,sa_attain_stop_reason,sa_attain_first_feasible_accepted_step,sa_attain_best_feasible_edit_distance,sa_attain_best_overall_density,sa_attain_best_overall_degree_gini,sa_attain_best_overall_clustering,sa_attain_best_overall_edit_distance,sa_attain_degree_gini_mode,sa_attain_connectivity_mode,sa_attain_proposed_add_edge,sa_attain_proposed_delete_edge,sa_attain_proposed_source_rewire,sa_attain_proposed_target_rewire,sa_attain_proposed_double_edge_swap,sa_attain_proposed_density_repair,sa_attain_proposed_edge_repair,sa_attain_proposed_degree_preserving_repair,sa_attain_proposed_total,sa_attain_accepted_add_edge,sa_attain_accepted_delete_edge,sa_attain_accepted_source_rewire,sa_attain_accepted_target_rewire,sa_attain_accepted_double_edge_swap,sa_attain_accepted_density_repair,sa_attain_accepted_edge_repair,sa_attain_accepted_degree_preserving_repair,sa_attain_accepted_total,sa_compress_phase,sa_compress_seed,sa_compress_runtime_seconds,sa_compress_initial_temperature,sa_compress_final_temperature,sa_compress_best_energy,sa_compress_current_energy,sa_compress_n_proposals,sa_compress_n_accepted,sa_compress_acceptance_rate,sa_compress_found_feasible,sa_compress_stop_reason,sa_compress_first_feasible_accepted_step,sa_compress_best_feasible_edit_distance,sa_compress_best_overall_density,sa_compress_best_overall_degree_gini,sa_compress_best_overall_clustering,sa_compress_best_overall_edit_distance,sa_compress_degree_gini_mode,sa_compress_connectivity_mode,sa_compress_proposed_add_edge,sa_compress_proposed_delete_edge,sa_compress_proposed_source_rewire,sa_compress_proposed_target_rewire,sa_compress_proposed_double_edge_swap,sa_compress_proposed_density_repair,sa_compress_proposed_edge_repair,sa_compress_proposed_degree_preserving_repair,sa_compress_proposed_total,sa_compress_accepted_add_edge,sa_compress_accepted_delete_edge,sa_compress_accepted_source_rewire,sa_compress_accepted_target_rewire,sa_compress_accepted_double_edge_swap,sa_compress_accepted_density_repair,sa_compress_accepted_edge_repair,sa_compress_accepted_degree_preserving_repair,sa_compress_accepted_total,sa_compression_edit_improvement,sa_compression_improved_edit_distance,sa_grid_index,sa_seed_index,sa_saved_graph_path,sa_matrix_path,sa_preserve_error_density,sa_preserve_error_scaled_density,degree_gini_coefficient,approx_average_clustering_coefficient,average_degree,n_agents,share_of_correct_agents_at_convergence,share_of_core_agents_at_convergence,convergence_step,proportion_reached_by_truth
True,c35b207860ee47fda897c786e285bcc8,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_008_seed_1080009.pkl,0.0003653931474880956,4655,1335743634,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,degree_gini,0.853720472660769,1080009,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.8562386336600243,0.011615565570719112,0.8562386336600243,0.4216970387243736,52680.0,22215.0,0.002518160999255281,0.8393869997517603,6.07532880166969e-10,2.4648182086453536e-05,386.0,True,0.0,-0.06419173333676764,8.21399224193442e-08,,8.21399224193442e-08,,2.4648182086453536e-05,attain,1080009,10.027680375147611,5.721707341462306,5.721707341462306,0.02577649283390436,0.02577649283390436,189,189,1.0,1,first_feasible,189.0,378.0,0.011615565570719112,0.8565395896018366,0.42169888426374713,378,out,weak,0,0,189,0,0,0,0,0,189,0,0,189,0,0,0,0,0,189,compress,11080009.0,40.85595566709526,0.7828137701421719,0.7365494763267695,0.7732723665673007,0.7978180391721741,535.0,535.0,1.0,1.0,compress_no_improvement_patience,0.0,386.0,0.011615565570719112,0.8565395896018366,0.42169888426374713,378.0,out,weak,0.0,0.0,358.0,0.0,0.0,0.0,177.0,0.0,535.0,0.0,0.0,358.0,0.0,0.0,0.0,177.0,0.0,535.0,-8.0,False,8,2,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_008_seed_1080009.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/degree_gini/grid_008_seed_1080009.npz,0.0,0.0,0.8562386336600243,0.4216970387243736,5.831013916500995,503,1.0,1.0,10000,1.0
True,2b06eb3e680649ce9d770cffea4f0cff,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_016_seed_1160007.pkl,0.00017585084024423743,2755,963436479,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,degree_gini,0.8665802113279542,1160007,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.8695145865346618,0.011615565570719112,0.8695145865346618,0.4216969742699766,53012.0,22355.0,0.0029343752067076956,0.9781250689025651,2.8164182179615837e-11,5.306993704501244e-06,336.0,True,0.0,-0.05091578046213008,1.7685525433019933e-08,,1.7685525433019933e-08,,5.306993704501244e-06,attain,1160007,8.394390708068386,3.7141580581296534,3.7141580581296534,0.02184046101045797,0.02184046101045797,160,160,1.0,1,first_feasible,160.0,320.0,0.011615565570719112,0.8694129122299954,0.4217063349528329,320,out,weak,0,0,160,0,0,0,0,0,160,0,0,160,0,0,0,0,0,160,compress,11160007.0,106.52386454190128,0.5429066875302766,0.4522260720014566,0.6546207024743113,0.6914466272987537,1357.0,1353.0,0.9970523212969786,1.0,compress_no_improvement_patience,0.0,336.0,0.011615565570719112,0.8695254317938264,0.42169586439138823,320.0,out,weak,0.0,0.0,911.0,0.0,0.0,0.0,446.0,0.0,1357.0,0.0,0.0,907.0,0.0,0.0,0.0,446.0,0.0,1353.0,-16.0,False,16,0,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_016_seed_1160007.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/degree_gini/grid_016_seed_1160007.npz,0.0,0.0,0.8695145865346618,0.4216969742699766,5.831013916500995,503,0.9900596421471173,0.9975786924939467,10000,0.9960238568588469
True,b414e1fca0464fdb83bfe95197c782fa,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_092_seed_2920007.pkl,0.00043489026921725613,2362,463152544,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.5122127174674773,2920007,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.5092710603132837,0.011615565570719112,0.9204303669967919,0.5092710603132837,48646.0,24774.0,0.0029416571541935888,0.9805523847311962,0.0,0.0,240.0,True,0.0,0.0,0.08757410372883256,0.0,,0.0,,attain,2920007,25.204880292061716,152.37570501336782,134.89711606701547,0.11714967609955679,0.11714967609955679,926,926,1.0,1,first_feasible,926.0,1718.0,0.011615565570719112,0.9204303669967919,0.5092405428818944,1718,out,weak,0,0,0,0,926,0,0,0,926,0,0,0,0,926,0,0,0,926,compress,12920007.0,63.812518041115254,0.011470875903403364,0.009850431442834694,0.3900846091129975,0.40132221533277246,1135.0,1000.0,0.8810572687224669,1.0,compress_no_improvement_patience,0.0,240.0,0.011615565570719112,0.9205089951257339,0.5092968846201207,188.0,out,weak,0.0,0.0,0.0,0.0,345.0,0.0,635.0,155.0,1135.0,0.0,0.0,0.0,0.0,220.0,0.0,625.0,155.0,1000.0,1478.0,True,92,0,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_092_seed_2920007.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_092_seed_2920007.npz,0.0,0.0,0.9204303669967919,0.5092710603132837,5.831013916500995,503,0.9920477137176938,1.0,10000,0.007952286282306162
True,072ad0a979914f2895a49eba9da42edb,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_044_seed_2440009.pkl,0.0004782980562945796,5643,3654558575,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.4099831522348831,2440009,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.4110265748386399,0.011615565570719112,0.9204303669967919,0.4110265748386399,55466.0,22798.0,0.0010434226037568384,0.3478075345856128,0.0,0.0,8.0,True,0.0,0.0,-0.010670381745811253,0.0,,0.0,,attain,2440009,0.061664750101044774,1.3495276865223105,1.3495276865223105,0.0005455165359699966,0.0005455165359699966,2,2,1.0,1,first_feasible,2.0,8.0,0.011615565570719112,0.9204303669967919,0.4110265748386399,8,out,weak,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,compress,12440009.0,18.81218083295971,0.0229417518068091,0.02158589427502668,0.00850293485459348,0.00850293485459348,522.0,400.0,0.7662835249042146,1.0,compress_no_improvement_patience,0.0,8.0,0.011615565570719112,0.9204113877932543,0.41276466162719877,4.0,out,weak,0.0,0.0,0.0,0.0,322.0,0.0,15.0,185.0,522.0,0.0,0.0,0.0,0.0,200.0,0.0,15.0,185.0,400.0,0.0,False,44,2,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_044_seed_2440009.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_044_seed_2440009.npz,0.0,0.0,0.9204303669967919,0.4110265748386399,5.831013916500995,503,1.0,1.0,10000,1.0
True,dd20c8d4f0704aa8a2df8885542439e4,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_050_seed_2500007.pkl,0.0005445015275709235,2453,3225235485,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.4227618478889573,2500007,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.42169695658445117,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464.0,23389.0,0.0010648913045061548,0.3549637681687183,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,,0.0,,attain,2500007,1.459149643778801e-06,0.00076472506022697,0.00076472506022697,0.0,0.0,0,0,0.0,1,initial_feasible,0.0,0.0,0.011615565570719112,0.9204303669967919,0.42169695658445117,0,out,weak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,compress,12500007.0,14.562092375010252,0.022941751806809102,0.021585894275026683,0.0,0.0,482.0,400.0,0.8298755186721992,1.0,compress_no_improvement_patience,0.0,0.0,0.011615565570719112,0.9204303669967919,0.42169695658445117,0.0,out,weak,0.0,0.0,0.0,0.0,282.0,0.0,0.0,200.0,482.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,400.0,0.0,False,50,0,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_050_seed_2500007.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_050_seed_2500007.npz,0.0,0.0,0.9204303669967919,0.42169695658445117,5.831013916500995,503,0.9980119284294234,1.0,10000,0.0
True,4427c635f99947c481843a806aae079a,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_063_seed_1630009.pkl,0.0006803063339260925,7750,3058189800,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,degree_gini,0.9421311759976668,1630009,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.939199443638205,0.011615565570719112,0.939199443638205,0.4216969696969697,57750.0,24353.0,0.0029317323594618694,0.9772441198206231,1.5482227310889517e-11,3.934746155838965e-06,300.0,True,0.0,0.01876907664141303,1.3112518515434601e-08,,1.3112518515434601e-08,,3.934746155838965e-06,attain,1630009,3.617537207901478,9.677004207822787,9.677004207822787,0.018556972846143834,0.018556972846143834,136,136,1.0,1,first_feasible,136.0,272.0,0.011615565570719112,0.9391574182589428,0.42169049098819145,272,out,weak,0,0,136,0,0,0,0,0,136,0,0,136,0,0,0,0,0,136,compress,11630009.0,22.17936774995178,0.6978073554691206,0.6368699325380687,0.5564271580515912,0.6382610577159264,606.0,606.0,1.0,1.0,compress_no_improvement_patience,0.0,300.0,0.011615565570719112,0.939135727740614,0.42169632060804974,272.0,out,weak,0.0,0.0,355.0,0.0,0.0,0.0,251.0,0.0,606.0,0.0,0.0,355.0,0.0,0.0,0.0,251.0,0.0,606.0,-28.0,False,63,2,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_063_seed_1630009.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/degree_gini/grid_063_seed_1630009.npz,0.0,0.0,0.939199443638205,0.4216969696969697,5.831013916500995,503,1.0,1.0,10000,1.0
True,02b151e1cf734cb2b1ade26194d3fd06,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_007_seed_1070008.pkl,0.0002492283313842766,3867,1533036124,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,degree_gini,0.8521130053273709,1070008,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.8548368839130238,0.011615565570719112,0.8548368839130238,0.42169705496511206,52597.0,22180.0,0.002723878585652928,0.907959528550976,8.715266706695869e-10,2.952163055573975e-05,392.0,True,0.0,-0.06559348308376811,9.838066089562503e-08,,9.838066089562503e-08,,2.952163055573975e-05,attain,1070008,10.798980708001181,2.2079213100535444,2.2079213100535444,0.026184933116225117,0.026184933116225117,192,192,1.0,1,first_feasible,192.0,384.0,0.011615565570719112,0.8550700569850587,0.4216961696932703,384,out,weak,0,0,192,0,0,0,0,0,192,0,0,192,0,0,0,0,0,192,compress,11070008.0,48.01708499994129,0.6940521800977474,0.6334426853663513,0.7855438241620334,0.8060007690947362,615.0,614.0,0.9983739837398374,1.0,compress_no_improvement_patience,0.0,392.0,0.011615565570719112,0.8550809022442232,0.42169708760084684,384.0,out,weak,0.0,0.0,414.0,0.0,0.0,0.0,201.0,0.0,615.0,0.0,0.0,413.0,0.0,0.0,0.0,201.0,0.0,614.0,-8.0,False,7,1,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_007_seed_1070008.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/degree_gini/grid_007_seed_1070008.npz,0.0,0.0,0.8548368839130238,0.42169705496511206,5.831013916500995,503,1.0,1.0,10000,1.0
True,529c07b4ecdb45e598ba4211db8c538d,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_087_seed_2870007.pkl,0.0003967301166360381,2747,2169465900,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.5015638044224153,2870007,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.4986231473232364,0.011615565570719112,0.9204303669967919,0.4986231473232364,49388.0,24626.0,0.0029406570991789005,0.9802190330596334,0.0,0.0,190.0,True,0.0,0.0,0.07692619073878526,0.0,,0.0,,attain,2870007,19.066642666934058,120.88167498985135,110.32544095801259,0.10310262529832936,0.10310262529832936,682,682,1.0,1,first_feasible,682.0,1512.0,0.011615565570719112,0.9204303669967919,0.4985923118570655,1512,out,weak,0,0,0,0,682,0,0,0,682,0,0,0,0,682,0,0,0,682,compress,12870007.0,84.61099079204723,0.01147087590340461,0.008990222816227243,0.34368195208589486,0.3749149127717317,1619.0,1373.0,0.8480543545398395,1.0,compress_no_improvement_patience,0.0,190.0,0.011615565570719112,0.920433078311583,0.4986017670422307,168.0,out,weak,0.0,0.0,0.0,0.0,711.0,0.0,694.0,214.0,1619.0,0.0,0.0,0.0,0.0,478.0,0.0,681.0,214.0,1373.0,1322.0,True,87,0,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_087_seed_2870007.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_087_seed_2870007.npz,0.0,0.0,0.9204303669967919,0.4986231473232364,5.831013916500995,503,0.9980119284294234,1.0,10000,0.007952286282306162
True,4256ed641c38444983493152f32ac05d,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/density/grid_084_seed_840008.pkl,0.00033085480313884487,6064,221195502,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,density,0.015663414178696985,840008,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.015662994146673742,0.015662994146673742,0.9204293832454076,0.4216970967648001,68682.0,28963.0,4.200320232426724e-07,0.001446445360530709,1.0929908145978327e-07,0.00032791712811786056,1022.0,True,0.00404742857595463,-9.837513843535817e-07,1.4018034893981124e-07,9.837513843535817e-07,1.4018034893981124e-07,0.00032791712811786056,4.2064694777424736e-05,attain,840008,6.043990666978061,0.48049302499490737,0.4253770202831417,0.06840205881370588,0.06840205881370588,949,949,1.0,1,first_feasible,949.0,949.0,0.015373892105534127,0.9203204267440181,0.42173540027217327,949,out,weak,949,0,0,0,0,0,0,0,949,949,0,0,0,0,0,0,0,949,compress,10840008.0,13.54767333297059,0.10915294106131632,0.09962094217725474,1.9531654835328736,2.091920263401103,650.0,641.0,0.9861538461538462,1.0,compress_no_improvement_patience,0.0,1022.0,0.015373892105534127,0.9203204267440181,0.42173540027217327,949.0,out,weak,366.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,357.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,-73.0,False,84,1,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/density/grid_084_seed_840008.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/density/grid_084_seed_840008.npz,,,0.9204293832454076,0.4216970967648001,7.862823061630219,503,1.0,1.0,10000,0.0
True,197206480c0a4863a4d75383d0e41da8,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_092_seed_2920009.pkl,0.0002489662291443749,2114,248821784,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.5122127174674773,2920009,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.509321664834823,0.011615565570719112,0.9204303669967919,0.509321664834823,48221.0,24560.0,0.002891052632654323,0.9636842108847743,0.0,0.0,354.0,True,0.0,0.0,0.08762470825037183,0.0,,0.0,,attain,2920009,26.208498458145186,131.19420628336488,116.14528753631974,0.11428571428571428,0.11428571428571428,940,940,1.0,1,first_feasible,940.0,1676.0,0.011615565570719112,0.9204303669967919,0.5093314562125478,1676,out,weak,0,0,0,0,940,0,0,0,940,0,0,0,0,940,0,0,0,940,compress,12920009.0,57.20952366688289,0.01556761729747893,0.013781899662289725,0.46468419158623386,0.49915416483734387,982.0,931.0,0.9480651731160896,1.0,compress_no_improvement_patience,0.0,354.0,0.011615565570719112,0.9204818819778229,0.5094257269345084,226.0,out,weak,0.0,0.0,0.0,0.0,247.0,0.0,587.0,148.0,982.0,0.0,0.0,0.0,0.0,200.0,0.0,583.0,148.0,931.0,1322.0,True,92,2,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_092_seed_2920009.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_092_seed_2920009.npz,0.0,0.0,0.9204303669967919,0.509321664834823,5.831013916500995,503,0.9940357852882704,1.0,10000,0.0
True,e8cbff52ab3c4285a02fbe926bbbf950,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_037_seed_1370007.pkl,0.00037209137815194635,7832,1644840304,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,degree_gini,0.9003370253293151,1370007,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.9030833749633127,0.011615565570719112,0.9030833749633127,0.42169694961432963,54321.0,22907.0,0.002746349633997558,0.915449877999186,4.3746358958492215e-12,2.091563026984657e-06,142.0,True,0.0,-0.017346992033479225,-6.970121535498919e-09,,6.970121535498919e-09,,2.091563026984657e-06,attain,1370007,3.5246745420154184,1.3086587222904984,1.3086587222904984,0.009286618828065956,0.009286618828065956,67,67,1.0,1,first_feasible,67.0,134.0,0.011615565570719112,0.9032758783134809,0.4216712106698106,134,out,weak,0,0,67,0,0,0,0,0,67,0,0,67,0,0,0,0,0,67,compress,11370007.0,39.1758434579242,0.8639020595177718,0.8128454478002713,0.2741255983178432,0.2945790801242096,547.0,547.0,1.0,1.0,compress_no_improvement_patience,0.0,142.0,0.011615565570719112,0.903278589628272,0.42169917306665194,134.0,out,weak,0.0,0.0,321.0,0.0,0.0,0.0,226.0,0.0,547.0,0.0,0.0,321.0,0.0,0.0,0.0,226.0,0.0,547.0,-8.0,False,37,0,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/degree_gini/grid_037_seed_1370007.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/degree_gini/grid_037_seed_1370007.npz,0.0,0.0,0.9030833749633127,0.42169694961432963,5.831013916500995,503,0.9980119284294234,1.0,10000,0.0
True,c1e8acdad9a14500ade0d2cc08ce498e,ego_depletion,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_034_seed_2340009.pkl,2.1265639264687386e-05,1513,4218758276,ego_network,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/networks/citation_data/ego_network.pkl,503,2933,clustering,0.38868532614475926,2340009,out,weak,target_zero_preserve_exact,zero,exact,250.0,preserve_first,0.011615565570719112,0.9204303669967919,0.42169695658445117,55464,23389,0.39155691234191015,0.011615565570719112,0.9204303669967919,0.39155691234191015,57325.0,22446.0,0.0028715861971508883,0.957195399050296,0.0,0.0,18.0,True,0.0,0.0,-0.03014004424254102,0.0,,0.0,,attain,2340009,0.4018658339045942,4.060564877967647,4.060564877967647,0.0030003409478349813,0.0030003409478349813,11,11,1.0,1,first_feasible,11.0,44.0,0.011615565570719112,0.9204303669967919,0.3914422695649039,44,out,weak,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,11,compress,12340009.0,52.423108000075445,0.02234843063939159,0.019191357811041965,0.03682236617797477,0.04516274992190454,1014.0,848.0,0.8362919132149902,1.0,compress_no_improvement_patience,0.0,18.0,0.011615565570719112,0.9204303669967919,0.39155691234191015,18.0,out,weak,0.0,0.0,0.0,0.0,571.0,0.0,237.0,206.0,1014.0,0.0,0.0,0.0,0.0,411.0,0.0,231.0,206.0,848.0,26.0,True,34,2,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/saved_graphs/ego_network/clustering/grid_034_seed_2340009.pkl,/Users/Noich001/Desktop/network_inequality_current/e_network_inequality/sa_variation_outputs_directed_multi_v2/matrices/ego_network/clustering/grid_034_seed_2340009.npz,0.0,0.0,0.9204303669967919,0.39155691234191015,5.831013916500995,503,0.9383697813121272,0.9675174013921114,10000,0.0
