network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,1000,0.0020861849784851072,99.34043053793907,0.09934043053793908,0,0.0,27.595143534143766
pud,equalize,1000,0.0006021265983581543,9.602638334751129,0.009602638334751128,0,0.0,2.6675667948193014
tobacco,equalize,1000,0.0011976025104522706,62.88315747380257,0.06288315747380258,0,0.0,17.467876410086948
