network,method,variant_index,n_runs,n_unique_seeds,seeds_distinct,std_share_of_correct_agents_at_convergence,std_convergence_step,std_proportion_reached_by_truth,any_variance
pud,equalize,0,8,8,True,0.04080119672657883,16.992185704022894,0.10325527218775755,True
pud,equalize,1,8,8,True,0.05511981898051231,16.850445097978866,0.1034046199746354,True
pud,equalize,2,8,8,True,0.033678765702728174,14.873949542740824,0.09670497325294009,True
tobacco,equalize,0,8,8,True,0.01340132645746513,21.609821262564854,0.022980930499628446,True
tobacco,equalize,1,8,8,True,0.018227774658914793,29.291370316186985,0.02278471832364347,True
tobacco,equalize,2,8,8,True,0.011955255156648146,33.839464756405356,0.013289179494582365,True
ego,equalize,0,8,8,True,0.0,27.39496988499896,0.0,True
ego,equalize,1,8,8,True,0.0011918070385966155,35.68262882692361,0.48162418656883066,True
ego,equalize,2,8,8,True,0.0,18.887413136795626,0.0,True
