network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,3,0.0009283224741617333,0.7657228310902914,0.09571535388628637,0,0.0,0.0006388759613037109
pud,equalize,3,0.00032409032185866664,0.7572999000549316,0.0946624875068664,0,0.0,0.000631353325313992
tobacco,equalize,3,0.0005859533945718667,0.7812339464823405,0.09765424331029253,0,0.0,0.0006515165832307603
