network,method,variant_index,proportion_edges,uncertainty,n_experiments,n_agents,n_edges,average_degree,degree_gini_coefficient,approx_average_clustering_coefficient,variation_seed,mean_share_of_correct_agents_at_convergence,std_share_of_correct_agents_at_convergence,mean_convergence_step,std_convergence_step,mean_proportion_reached_by_truth,std_proportion_reached_by_truth,n_runs
ego,equalize,0,0.005741959481792991,0.01,1000,503,2933,5.831013916500994,0.9188496704735786,0.5931543479123499,3982466393,1.0,0.0,105.375,29.286454694473154,0.0,0.0,8
ego,equalize,1,0.05314436436460224,0.01,1000,503,2933,5.831013916500994,0.9078403767643034,0.5939037478113135,1154238087,0.9982604373757455,0.001274095317021196,139.5,38.14633477993472,0.6257455268389662,0.5148779129497874,8
ego,equalize,2,0.0929248913138006,0.01,1000,503,2933,5.831013916500994,0.9009604154818786,0.5940906284452473,3593136189,1.0,0.0,105.375,20.191493965812153,0.0,0.0,8
