network,method,variant_index,n_runs,build_sec,run_sec,sec_per_run,total_steps,num_cores
pud,equalize,0,1000,0.0005033016204833984,1.0213172435760498,0.0010213172435760498,103691,60
pud,equalize,1,1000,0.0005013942718505859,1.0261456966400146,0.0010261456966400146,104230,60
pud,equalize,2,1000,0.0005204677581787109,1.0531928539276123,0.0010531928539276123,103861,60
pud,equalize,3,1000,0.0005183219909667969,1.0584890842437744,0.0010584890842437744,104179,60
pud,equalize,4,1000,0.0004792213439941406,1.0716593265533447,0.0010716593265533447,104130,60
pud,equalize,5,1000,0.0004513263702392578,1.0482048988342285,0.0010482048988342285,104037,60
pud,equalize,6,1000,0.0005278587341308594,1.0663833618164062,0.0010663833618164062,103776,60
pud,equalize,7,1000,0.0005104541778564453,1.0823264122009277,0.0010823264122009277,103648,60
pud,equalize,8,1000,0.0005114078521728516,1.050809621810913,0.001050809621810913,103909,60
pud,equalize,9,1000,0.0005595684051513672,1.0524251461029053,0.0010524251461029052,103793,60
pud,equalize,10,1000,0.0005340576171875,1.0837616920471191,0.0010837616920471192,103487,60
pud,equalize,11,1000,0.000484466552734375,1.050957441329956,0.001050957441329956,104043,60
pud,equalize,12,1000,0.0005385875701904297,1.0611565113067627,0.0010611565113067627,103559,60
pud,equalize,13,1000,0.0005245208740234375,1.0558571815490723,0.0010558571815490723,103871,60
pud,equalize,14,1000,0.0005221366882324219,1.057004690170288,0.0010570046901702882,103907,60
pud,equalize,15,1000,0.0005013942718505859,1.0618047714233398,0.0010618047714233399,103492,60
pud,equalize,16,1000,0.0005502700805664062,1.0467944145202637,0.0010467944145202636,104180,60
pud,equalize,17,1000,0.0004794597625732422,1.0593101978302002,0.0010593101978302003,103725,60
pud,equalize,18,1000,0.000453948974609375,1.0494263172149658,0.0010494263172149659,103981,60
pud,equalize,19,1000,0.0005161762237548828,1.0475437641143799,0.0010475437641143798,103907,60
pud,equalize,20,1000,0.0005552768707275391,1.0663096904754639,0.0010663096904754638,103446,60
pud,equalize,21,1000,0.0006098747253417969,1.0629422664642334,0.0010629422664642334,103761,60
pud,equalize,22,1000,0.0005037784576416016,1.0546598434448242,0.0010546598434448243,103790,60
pud,equalize,23,1000,0.0005600452423095703,1.053234338760376,0.001053234338760376,103946,60
pud,equalize,24,1000,0.0005395412445068359,1.0513131618499756,0.0010513131618499756,103725,60
pud,equalize,25,1000,0.0005109310150146484,1.0356652736663818,0.001035665273666382,103846,60
pud,equalize,26,1000,0.0005142688751220703,1.054450273513794,0.001054450273513794,103643,60
pud,equalize,27,1000,0.0005478858947753906,1.0520806312561035,0.0010520806312561035,103736,60
pud,equalize,28,1000,0.000537872314453125,1.0516457557678223,0.0010516457557678222,103869,60
pud,equalize,29,1000,0.0004987716674804688,1.0497503280639648,0.0010497503280639648,104226,60
pud,equalize,30,1000,0.0009238719940185547,1.0391113758087158,0.0010391113758087159,103588,60
pud,equalize,31,1000,0.0005273818969726562,1.043790578842163,0.0010437905788421632,103829,60
pud,equalize,32,1000,0.0004878044128417969,1.0776677131652832,0.0010776677131652832,103626,60
pud,equalize,33,1000,0.0004553794860839844,1.0750658512115479,0.001075065851211548,104127,60
pud,equalize,34,1000,0.0009074211120605469,1.0926108360290527,0.0010926108360290528,103726,60
pud,equalize,35,1000,0.0005171298980712891,1.0538990497589111,0.001053899049758911,103940,60
pud,equalize,36,1000,0.0005602836608886719,1.0937151908874512,0.0010937151908874511,103627,60
pud,equalize,37,1000,0.0005211830139160156,1.0598866939544678,0.0010598866939544678,103835,60
pud,equalize,38,1000,0.0008540153503417969,1.0618481636047363,0.0010618481636047363,103987,60
pud,equalize,39,1000,0.0008280277252197266,1.0563249588012695,0.0010563249588012695,103848,60
pud,equalize,40,1000,0.0006017684936523438,1.0682601928710938,0.0010682601928710938,104058,60
pud,equalize,41,1000,0.0005886554718017578,1.0614745616912842,0.0010614745616912842,104141,60
pud,equalize,42,1000,0.0005381107330322266,1.0556814670562744,0.0010556814670562745,103391,60
pud,equalize,43,1000,0.0005741119384765625,1.0915417671203613,0.0010915417671203613,103881,60
pud,equalize,44,1000,0.0006113052368164062,1.0672025680541992,0.0010672025680541991,103435,60
pud,equalize,45,1000,0.0005266666412353516,1.0757579803466797,0.0010757579803466796,104072,60
pud,equalize,46,1000,0.0004775524139404297,1.0479052066802979,0.001047905206680298,103745,60
pud,equalize,47,1000,0.0005080699920654297,1.058534860610962,0.001058534860610962,103633,60
pud,equalize,48,1000,0.0004909038543701172,1.045860767364502,0.001045860767364502,103800,60
pud,equalize,49,1000,0.0005502700805664062,1.0578513145446777,0.0010578513145446777,103964,60
pud,equalize,50,1000,0.0005223751068115234,1.054708480834961,0.001054708480834961,103879,60
pud,equalize,51,1000,0.0007712841033935547,1.0597689151763916,0.0010597689151763917,104050,60
pud,equalize,52,1000,0.0005924701690673828,1.1144821643829346,0.0011144821643829345,103943,60
pud,equalize,53,1000,0.0005404949188232422,1.0656492710113525,0.0010656492710113526,103666,60
pud,equalize,54,1000,0.0005543231964111328,1.0671536922454834,0.0010671536922454833,103694,60
pud,equalize,55,1000,0.0004832744598388672,1.0938663482666016,0.0010938663482666015,103846,60
pud,equalize,56,1000,0.0005021095275878906,1.057565450668335,0.001057565450668335,104069,60
pud,equalize,57,1000,0.000713348388671875,1.065925121307373,0.0010659251213073731,103441,60
pud,equalize,58,1000,0.0004756450653076172,1.0917730331420898,0.0010917730331420899,104125,60
pud,equalize,59,1000,0.000484466552734375,1.0574522018432617,0.0010574522018432617,103718,60
pud,equalize,60,1000,0.0005080699920654297,1.0822093486785889,0.0010822093486785888,103606,60
pud,equalize,61,1000,0.0004918575286865234,1.0661633014678955,0.0010661633014678955,103952,60
pud,equalize,62,1000,0.0005028247833251953,1.0764384269714355,0.0010764384269714355,104087,60
pud,equalize,63,1000,0.0005476474761962891,1.0577857494354248,0.0010577857494354248,103790,60
pud,equalize,64,1000,0.0005502700805664062,1.0466701984405518,0.0010466701984405517,103818,60
pud,equalize,65,1000,0.0005590915679931641,1.0568349361419678,0.0010568349361419677,103667,60
pud,equalize,66,1000,0.0005092620849609375,1.0717504024505615,0.0010717504024505616,104202,60
pud,equalize,67,1000,0.0005681514739990234,1.1162927150726318,0.0011162927150726318,104081,60
pud,equalize,68,1000,0.0005283355712890625,1.0664336681365967,0.0010664336681365967,103690,60
pud,equalize,69,1000,0.0008525848388671875,1.098323106765747,0.001098323106765747,103817,60
pud,equalize,70,1000,0.0005853176116943359,1.0542082786560059,0.0010542082786560059,103680,60
pud,equalize,71,1000,0.0005252361297607422,1.074958324432373,0.001074958324432373,103557,60
pud,equalize,72,1000,0.0005090236663818359,1.065903663635254,0.001065903663635254,103627,60
pud,equalize,73,1000,0.0004668235778808594,1.0442790985107422,0.0010442790985107423,104133,60
pud,equalize,74,1000,0.0005102157592773438,1.0684614181518555,0.0010684614181518555,103936,60
pud,equalize,75,1000,0.0005619525909423828,1.0597028732299805,0.0010597028732299806,103998,60
pud,equalize,76,1000,0.000518798828125,1.0617249011993408,0.0010617249011993408,103627,60
pud,equalize,77,1000,0.0005221366882324219,1.0722050666809082,0.0010722050666809083,103602,60
pud,equalize,78,1000,0.0005235671997070312,1.146332025527954,0.001146332025527954,103743,60
pud,equalize,79,1000,0.0005078315734863281,1.0634260177612305,0.0010634260177612305,103624,60
pud,equalize,80,1000,0.0005173683166503906,1.0858855247497559,0.0010858855247497558,103749,60
pud,equalize,81,1000,0.0006647109985351562,1.0598840713500977,0.0010598840713500976,104126,60
pud,equalize,82,1000,0.0005521774291992188,1.113236665725708,0.001113236665725708,103940,60
pud,equalize,83,1000,0.0005407333374023438,1.0631396770477295,0.0010631396770477296,104106,60
pud,equalize,84,1000,0.0005457401275634766,1.0567474365234375,0.0010567474365234374,104240,60
pud,equalize,85,1000,0.0005464553833007812,1.0838878154754639,0.0010838878154754638,103791,60
pud,equalize,86,1000,0.00048828125,1.0801875591278076,0.0010801875591278077,103937,60
pud,equalize,87,1000,0.0005235671997070312,1.0741260051727295,0.0010741260051727295,104126,60
pud,equalize,88,1000,0.0004878044128417969,1.0500240325927734,0.0010500240325927734,104104,60
pud,equalize,89,1000,0.0005414485931396484,1.061845064163208,0.001061845064163208,103745,60
pud,equalize,90,1000,0.0005314350128173828,1.0658819675445557,0.0010658819675445556,103691,60
pud,equalize,91,1000,0.0005414485931396484,1.0517103672027588,0.0010517103672027588,103932,60
pud,equalize,92,1000,0.0009324550628662109,1.1030194759368896,0.0011030194759368897,103938,60
pud,equalize,93,1000,0.0005810260772705078,1.0706689357757568,0.001070668935775757,103692,60
pud,equalize,94,1000,0.0008766651153564453,1.0650744438171387,0.0010650744438171387,103912,60
pud,equalize,95,1000,0.0005652904510498047,1.0674426555633545,0.0010674426555633545,103947,60
pud,equalize,96,1000,0.0005533695220947266,1.0770676136016846,0.0010770676136016846,103727,60
pud,equalize,97,1000,0.0005319118499755859,1.050713062286377,0.001050713062286377,103671,60
pud,equalize,98,1000,0.0005233287811279297,1.059420108795166,0.001059420108795166,103868,60
pud,equalize,99,1000,0.0005013942718505859,1.0561773777008057,0.0010561773777008057,103874,60
pud,equalize,100,1000,0.0005028247833251953,1.0628001689910889,0.001062800168991089,103503,60
pud,equalize,101,1000,0.00048279762268066406,1.054551601409912,0.001054551601409912,103635,60
pud,equalize,102,1000,0.0005562305450439453,1.0536222457885742,0.0010536222457885743,103634,60
pud,equalize,103,1000,0.000476837158203125,1.0639028549194336,0.0010639028549194337,103821,60
pud,equalize,104,1000,0.0005421638488769531,1.0546047687530518,0.0010546047687530517,103797,60
pud,equalize,105,1000,0.0007462501525878906,1.0617268085479736,0.0010617268085479736,103997,60
pud,equalize,106,1000,0.0004992485046386719,1.054244041442871,0.001054244041442871,103975,60
pud,equalize,107,1000,0.0005333423614501953,1.0622715950012207,0.0010622715950012207,103962,60
pud,equalize,108,1000,0.00044035911560058594,1.067967414855957,0.001067967414855957,104012,60
pud,equalize,109,1000,0.0005221366882324219,1.0557076930999756,0.0010557076930999755,103911,60
pud,equalize,110,1000,0.0009706020355224609,1.1446943283081055,0.0011446943283081054,103609,60
pud,equalize,111,1000,0.0005855560302734375,1.0606985092163086,0.0010606985092163086,103924,60
pud,equalize,112,1000,0.0006153583526611328,1.101515531539917,0.001101515531539917,103649,60
pud,equalize,113,1000,0.00060272216796875,1.09852933883667,0.0010985293388366699,103750,60
pud,equalize,114,1000,0.0005445480346679688,1.0504629611968994,0.0010504629611968995,103336,60
pud,equalize,115,1000,0.0005097389221191406,1.054772138595581,0.001054772138595581,103282,60
pud,equalize,116,1000,0.0005681514739990234,1.054987907409668,0.0010549879074096679,103916,60
pud,equalize,117,1000,0.0004909038543701172,1.0608553886413574,0.0010608553886413575,103528,60
pud,equalize,118,1000,0.0005450248718261719,1.0693423748016357,0.0010693423748016357,103837,60
pud,equalize,119,1000,0.0005340576171875,1.062269926071167,0.001062269926071167,103792,60
pud,equalize,120,1000,0.0006628036499023438,1.068957805633545,0.0010689578056335448,103603,60
pud,equalize,121,1000,0.0005514621734619141,1.055187463760376,0.001055187463760376,103387,60
pud,equalize,122,1000,0.0005128383636474609,1.0484139919281006,0.0010484139919281006,103627,60
pud,equalize,123,1000,0.000514984130859375,1.0857605934143066,0.0010857605934143067,103656,60
pud,equalize,124,1000,0.0005419254302978516,1.0629725456237793,0.0010629725456237794,103995,60
pud,equalize,125,1000,0.0006120204925537109,1.0665807723999023,0.0010665807723999024,103945,60
pud,equalize,126,1000,0.0006196498870849609,1.0891525745391846,0.0010891525745391846,103698,60
pud,equalize,127,1000,0.0005497932434082031,1.052281379699707,0.001052281379699707,103712,60
pud,equalize,128,1000,0.0005359649658203125,1.0629324913024902,0.0010629324913024902,103727,60
pud,equalize,129,1000,0.00046563148498535156,1.0576918125152588,0.0010576918125152588,103941,60
pud,equalize,130,1000,0.0005636215209960938,1.0736143589019775,0.0010736143589019774,103723,60
pud,equalize,131,1000,0.0005290508270263672,1.05918550491333,0.0010591855049133301,103741,60
pud,equalize,132,1000,0.0006451606750488281,1.0661852359771729,0.0010661852359771728,103656,60
pud,equalize,133,1000,0.0005669593811035156,1.0655310153961182,0.0010655310153961182,103825,60
pud,equalize,134,1000,0.0005815029144287109,1.055649757385254,0.001055649757385254,103462,60
pud,equalize,135,1000,0.0006620883941650391,1.0848500728607178,0.0010848500728607177,104204,60
pud,equalize,136,1000,0.0005595684051513672,1.0662899017333984,0.0010662899017333984,103755,60
pud,equalize,137,1000,0.0005848407745361328,1.0489425659179688,0.0010489425659179687,103556,60
pud,equalize,138,1000,0.0005810260772705078,1.0591709613800049,0.0010591709613800048,103558,60
pud,equalize,139,1000,0.0004963874816894531,1.0674281120300293,0.0010674281120300294,103750,60
pud,equalize,140,1000,0.0005230903625488281,1.0738682746887207,0.0010738682746887207,104260,60
