source_id,target_stat,targeted_predictor,main_coef_cell_sd,main_se,adjusted_coef_cell_sd,adjusted_se,coef_shift,main_effect_10_to_90_logit,adjusted_effect_10_to_90_logit,target_residual_r2_given_controls_and_nontargets,target_residual_sd_after_controls_and_nontargets,n_obs_main,n_obs_adjusted,n_clusters_main,n_clusters_adjusted,cov_type_main,cov_type_adjusted,main_formula,adjusted_formula
ego_network,density,sa_achieved_density,0.7254948667540781,0.04135154033805061,0.5978728168181112,0.035680274326114064,-0.12762204993596693,1.9923972069200062,1.6419139333836028,0.3388708075828405,0.8130985133531851,3934,3934,100,100,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_degree_gini + cell_z_sa_achieved_clustering
ego_network,degree_gini,sa_achieved_degree_gini,0.13456024820635454,0.01866310675006454,0.13606156341875916,0.018652517382450662,0.0015013152124046247,0.37027240519384785,0.37440360740297784,0.005877981559242129,0.9970566776471425,3537,3537,95,95,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_clustering
ego_network,clustering,sa_achieved_clustering,-0.020210677913555446,0.023515901662083602,-0.020210677913555446,0.023515901662083602,0.0,-0.05696449368159326,-0.05696449368159326,0.0005291249884536997,0.9997354024998548,2529,2529,68,68,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty
pud_network,density,sa_achieved_density,0.1652198179675353,0.00964030542581776,0.1661992526798672,0.00906666668471015,0.000979434712331917,0.4564482819627155,0.459154139511998,0.03817461485508722,0.9807269676851517,2718,2718,72,72,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_degree_gini + cell_z_sa_achieved_clustering
pud_network,degree_gini,sa_achieved_degree_gini,0.0384862851043435,0.013131116815686135,0.038940733179335794,0.012957015472822402,0.0004544480749922933,0.10671214161093298,0.10797220418132433,0.0027223351890933722,0.9986379047537235,3444,3444,89,89,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_clustering
pud_network,clustering,sa_achieved_clustering,-0.07053943133758217,0.008722023725832442,-0.07053943133758217,0.008722023725832442,0.0,-0.19217817979480506,-0.19217817979480506,0.00047072540110659755,0.9997646095951254,3838,3838,100,100,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty
tobacco_network,density,sa_achieved_density,0.3997309805201596,0.007228642402448685,0.39515094067356227,0.007252278679607749,-0.004580039846597328,1.1042773739039846,1.0916247784819466,0.13556217469071696,0.9297514857795512,3383,3383,99,99,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_density + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_degree_gini + cell_z_sa_achieved_clustering
tobacco_network,degree_gini,sa_achieved_degree_gini,0.0600210157716833,0.007936871077612956,0.057202969753906,0.008916311345862292,-0.002818046017777298,0.16635082823000086,0.15854049241644616,0.21118761977829426,0.888151102133925,3060,3060,90,90,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_degree_gini + cell_z_n_experiments + cell_z_uncertainty + cell_z_sa_achieved_clustering
tobacco_network,clustering,sa_achieved_clustering,-0.08217385830039853,0.008566479965086254,-0.08217385830039853,0.008566479965086254,0.0,-0.22882662015094382,-0.22882662015094382,0.0011922040409835244,0.9994037202047111,3557,3557,100,100,cluster(sa_saved_graph_path),cluster(sa_saved_graph_path),share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty,share_correct_logit ~ cell_z_sa_achieved_clustering + cell_z_n_experiments + cell_z_uncertainty
