network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,1000,0.003635907411575267,1.582697298526764,0.0015826972985267145,0,0.0,0.4406481127606498
pud,equalize,1000,0.0005964903831481449,1.0745486376285553,0.0010745486376285062,0,0.0,0.29865142444769543
tobacco,equalize,1000,0.0012472293376922128,1.352895188808441,0.0013528951888083904,0,0.0,0.37615067170725924
