network,method,variant_index,proportion_edges,uncertainty,n_experiments,n_agents,n_edges,average_degree,degree_gini_coefficient,approx_average_clustering_coefficient,variation_seed,mean_share_of_correct_agents_at_convergence,std_share_of_correct_agents_at_convergence,mean_convergence_step,std_convergence_step,mean_proportion_reached_by_truth,std_proportion_reached_by_truth,n_runs
tobacco,equalize,0,0.03547400306836703,0.1,1000,289,1229,4.252595155709343,0.7509467004147181,0.23592358631365887,2300924116,0.9338823529411765,0.014339423279581882,105.381,9.474259897247949,0.9147854671280277,0.020399568105581578,1000
tobacco,equalize,1,0.027215691320581582,0.1,1000,289,1229,4.252595155709343,0.7487675297946681,0.23565562110649235,1233274233,0.9290899653979239,0.014471547348916538,105.907,9.408659515248385,0.8990657439446367,0.019897899180157712,1000
tobacco,equalize,2,0.03648979606263997,0.1,1000,289,1229,4.252595155709343,0.7435476559838505,0.23588352457123876,647433499,0.9366539792387544,0.013805608154270382,105.448,9.332652055787479,0.9202664359861592,0.019022764552664054,1000
tobacco,equalize,3,0.007711083937197916,0.1,1000,289,1229,4.252595155709343,0.756138419566362,0.23621228600279345,336444288,0.9273737024221453,0.014379712443062053,104.925,7.050324962871008,0.9063252595155709,0.021468716215189615,1000
tobacco,equalize,4,0.028359775885407446,0.1,1000,289,1229,4.252595155709343,0.7478102713827598,0.23497027410719118,352861265,0.9322283737024221,0.0143879301672977,105.309,8.991015368541941,0.9109792387543253,0.02061539511999894,1000
tobacco,equalize,5,0.0863004705583786,0.1,1000,289,1229,4.252595155709343,0.724943057201821,0.23486160587002003,1587740293,0.9438166089965399,0.012625796954473361,105.4,8.924328750311902,0.9316643598615917,0.01592868162514641,1000
tobacco,equalize,6,0.049465634670645034,0.1,1000,289,1229,4.252595155709343,0.7428663132318452,0.2356613969126435,2722842078,0.9352491349480969,0.0133375130837431,104.832,6.945359170987057,0.9095259515570935,0.01700562482772907,1000
tobacco,equalize,7,0.06884551061597302,0.1,1000,289,1229,4.252595155709343,0.7338117748415597,0.23461098103201228,3915818137,0.9356193771626298,0.014287688647369873,105.106,7.538142184092016,0.9211211072664359,0.019346132978975694,1000
tobacco,equalize,8,0.030496381560943853,0.1,1000,289,1229,4.252595155709343,0.747804640450925,0.23512705664319802,4229252945,0.9308062283737024,0.014542200685964372,105.399,8.875391347516548,0.900356401384083,0.019427552595797565,1000
tobacco,equalize,9,0.04175971530613313,0.1,1000,289,1229,4.252595155709343,0.7416218772963643,0.23575452681564588,3566072584,0.9359896193771626,0.013852947562329174,105.154,8.250112020351507,0.8940311418685121,0.01689992788505194,1000
tobacco,equalize,10,0.04914712165253737,0.1,1000,289,1229,4.252595155709343,0.7388570897654999,0.23603261618271743,2937236882,0.9373183391003461,0.013557270994616562,105.317,8.903807544460337,0.9087750865051903,0.018175510852643285,1000
tobacco,equalize,11,0.03509337684539939,0.1,1000,289,1229,4.252595155709343,0.746633406629296,0.23445849165480895,2381490146,0.9303148788927336,0.013883920286546702,105.095,7.767258545027664,0.911681660899654,0.01905369715482656,1000
tobacco,equalize,12,0.022136170765227538,0.1,1000,289,1229,4.252595155709343,0.7535369290587053,0.23351256340257762,2444930421,0.9328373702422146,0.015378141972670921,105.115,8.344303590018908,0.9067370242214533,0.025536532912503337,1000
tobacco,equalize,13,0.027903258513053187,0.1,1000,289,1229,4.252595155709343,0.7504061309585817,0.23680332145457067,2185147955,0.9323529411764706,0.013659312793287949,105.874,9.630101913420384,0.9076297577854672,0.01825199618518975,1000
tobacco,equalize,14,0.0800526017499307,0.1,1000,289,1229,4.252595155709343,0.7266717532750907,0.23227174376669552,3158049132,0.9415086505190311,0.013014673393127549,105.133,7.493427951375951,0.9207301038062284,0.018125067260772926,1000
tobacco,equalize,15,0.05262849687582247,0.1,1000,289,1229,4.252595155709343,0.7386600071512834,0.23535044880797235,1750973284,0.9343252595155709,0.013770338413045171,105.18,8.140753765584112,0.9173875432525952,0.020259110641234663,1000
tobacco,equalize,16,0.09065310543261645,0.1,1000,289,1229,4.252595155709343,0.7236254191524885,0.2346163514863633,2612475778,0.9388754325259516,0.013408378520072824,105.423,9.055720682368529,0.9252560553633218,0.01911598556067991,1000
tobacco,equalize,17,0.09083012816919539,0.1,1000,289,1229,4.252595155709343,0.7168795628144523,0.2321362828771515,1935300321,0.9485501730103806,0.012188699682013087,105.159,8.998593984267409,0.936567474048443,0.016422066697500858,1000
tobacco,equalize,18,0.0010625547697047932,0.1,1000,289,1229,4.252595155709343,0.7614596501502051,0.23694860389324177,272364299,0.9246193771626298,0.014904351088775317,105.501,8.420267210718421,0.9031211072664359,0.021955353027570516,1000
tobacco,equalize,19,0.050757060916048195,0.1,1000,289,1229,4.252595155709343,0.736351325099034,0.2359015566877811,1347165508,0.9304809688581315,0.013942943373005955,105.765,8.72903035685929,0.9119965397923876,0.020254417631441674,1000
tobacco,equalize,20,0.03428301802923666,0.1,1000,289,1229,4.252595155709343,0.7433899898924774,0.23529919982921085,3845921780,0.9303771626297578,0.014446849873111458,106.029,9.594801676909174,0.9145155709342561,0.019410328278750763,1000
tobacco,equalize,21,0.03753128643847218,0.1,1000,289,1229,4.252595155709343,0.7465658354472791,0.23513835000766894,1085396644,0.9357335640138408,0.013535548910694417,105.573,9.832362195644867,0.9237439446366782,0.01799893889613053,1000
tobacco,equalize,22,0.0925581865557708,0.1,1000,289,1229,4.252595155709343,0.7265253490473871,0.2374933222139154,2788990951,0.9444913494809689,0.011696147512761018,105.529,9.310093277558332,0.9383806228373702,0.013974032675731662,1000
tobacco,equalize,23,0.024509689243942846,0.1,1000,289,1229,4.252595155709343,0.7484803522710956,0.2332455384808681,4231292648,0.9288512110726643,0.01518689000706142,105.349,8.934933241610258,0.8977577854671279,0.020565694101233406,1000
tobacco,equalize,24,0.06530456183229967,0.1,1000,289,1229,4.252595155709343,0.7407941303166554,0.23467138396935816,2930664677,0.9486989619377163,0.012059143666286043,104.936,8.334468631374612,0.9387681660899655,0.01568360929394906,1000
tobacco,equalize,25,0.024079452233647082,0.1,1000,289,1229,4.252595155709343,0.7562623000667266,0.2350725994793175,145093758,0.9270553633217993,0.014693653157189606,105.686,10.69222744463134,0.90380276816609,0.021622961528006968,1000
tobacco,equalize,26,0.06819254255088462,0.1,1000,289,1229,4.252595155709343,0.7355855183695074,0.23480010622677688,3791504924,0.9317474048442907,0.01352434513031182,105.007,8.416637736696927,0.9181418685121107,0.01703448174038573,1000
tobacco,equalize,27,0.02737457373916783,0.1,1000,289,1229,4.252595155709343,0.7469431078802076,0.2353073603361866,3567465618,0.9323840830449828,0.014074525306063132,105.119,8.121748691125685,0.9060795847750864,0.019900143019102357,1000
tobacco,equalize,28,0.010804737773498685,0.1,1000,289,1229,4.252595155709343,0.757444795752025,0.23695755747510222,411315825,0.9259896193771626,0.01509090905046457,105.408,8.60113454815791,0.9059861591695502,0.02054802982010601,1000
tobacco,equalize,29,0.05845085410222124,0.1,1000,289,1229,4.252595155709343,0.7401522040874934,0.23434103303412357,2500959806,0.9366574394463668,0.013711360749734012,104.886,7.183913460824308,0.9210899653979239,0.019361797320373263,1000
tobacco,equalize,30,0.07497244615461589,0.1,1000,289,1229,4.252595155709343,0.7283047235071697,0.2360099847052064,346960267,0.9444048442906575,0.013223751040350139,105.54,9.84262552763628,0.9295294117647058,0.019146758796654537,1000
tobacco,equalize,31,0.02727371842972264,0.1,1000,289,1229,4.252595155709343,0.7527598604655091,0.235729860645563,763509875,0.9276782006920415,0.01486748603585478,105.705,10.249049615355466,0.9050311418685121,0.02179292232247747,1000
tobacco,equalize,32,0.07601167022335661,0.1,1000,289,1229,4.252595155709343,0.731418628811789,0.23450479975263128,1092377377,0.9475328719723184,0.012431413270389446,105.603,9.905630344027214,0.9333667820069204,0.017796841920335992,1000
tobacco,equalize,33,0.07251434500313764,0.1,1000,289,1229,4.252595155709343,0.7229947547869959,0.2352556011896829,1554551986,0.9383771626297578,0.013674667435126159,105.174,9.35271068713221,0.9249653979238754,0.017969356114543214,1000
tobacco,equalize,34,0.009007788254804583,0.1,1000,289,1229,4.252595155709343,0.7578164372531189,0.23358841262057867,1768132974,0.9251072664359862,0.014119137038000445,105.335,8.28090262884116,0.9062387543252595,0.020143485156712514,1000
tobacco,equalize,35,0.09172300896862406,0.1,1000,289,1229,4.252595155709343,0.7235578479704714,0.23779872393412255,3644243315,0.9532179930795848,0.010955054254825587,105.187,8.430011630839902,0.9343252595155709,0.013379218614906043,1000
tobacco,equalize,36,0.095792423483976,0.1,1000,289,1229,4.252595155709343,0.7243855949501803,0.234492827873534,4018383972,0.9480103806228374,0.01243427822064697,104.811,7.304562658752103,0.9211211072664359,0.01854978642710528,1000
tobacco,equalize,37,0.09531419511455724,0.1,1000,289,1229,4.252595155709343,0.7258890537500599,0.23387829985351957,1644366045,0.9459446366782007,0.012330101016336768,104.935,7.909699004281916,0.9364290657439447,0.01670492873426133,1000
tobacco,equalize,38,0.0611775922152654,0.1,1000,289,1229,4.252595155709343,0.7335020735906481,0.23085871920067666,3383801190,0.9386712802768167,0.013214373138078215,104.93,7.358481313915749,0.9152491349480969,0.016704331442938623,1000
tobacco,equalize,39,0.03285639065213677,0.1,1000,289,1229,4.252595155709343,0.7477652239280818,0.23543059992769605,2568162566,0.9346608996539792,0.014120005808686604,105.574,9.971055407826496,0.9060311418685121,0.019163122734814974,1000
tobacco,equalize,40,0.08148147542084927,0.1,1000,289,1229,4.252595155709343,0.7338793460235767,0.23631259893825063,757397810,0.9373702422145329,0.013630546836451918,105.604,9.350969181032763,0.9245916955017301,0.018015443334539052,1000
tobacco,equalize,41,0.06969003024619484,0.1,1000,289,1229,4.252595155709343,0.7336090612955084,0.23522423388015629,3372000316,0.9455813148788927,0.012684343767964472,105.154,8.379887022299682,0.9182214532871973,0.018071203606718968,1000
tobacco,equalize,42,0.010592753086853302,0.1,1000,289,1229,4.252595155709343,0.75652695386296,0.23399743496230885,2297561038,0.9239826989619376,0.015059251270822773,105.646,9.323068357767395,0.9037854671280277,0.021369549854909912,1000
tobacco,equalize,43,0.034961191456921524,0.1,1000,289,1229,4.252595155709343,0.745096162238408,0.23516106253035582,15731947,0.9333010380622837,0.0145828706517199,105.493,8.973654633285008,0.9150795847750864,0.0208247174102203,1000
tobacco,equalize,44,0.050264094022092524,0.1,1000,289,1229,4.252595155709343,0.7418752692289283,0.23507343314090362,274785304,0.9375778546712803,0.013566384481317115,105.182,7.30069696509698,0.9234498269896194,0.018147915897731022,1000
tobacco,equalize,45,0.014534861669013866,0.1,1000,289,1229,4.252595155709343,0.7565551085221338,0.2356517759458379,834876234,0.9312076124567473,0.014285203380783729,105.82,9.839736806460847,0.9135328719723184,0.02049072513447305,1000
tobacco,equalize,46,0.018583321256919617,0.1,1000,289,1229,4.252595155709343,0.7601025955780292,0.24027688141997627,2817983944,0.9300207612456748,0.014115129899954205,105.215,7.550880133520248,0.8981903114186851,0.020407263081166204,1000
tobacco,equalize,47,0.042769334581779894,0.1,1000,289,1229,4.252595155709343,0.7453326613754677,0.23721595471806864,3647290849,0.9412629757785468,0.012553229077043534,105.348,8.377056229432334,0.9310069204152249,0.016330403014794152,1000
tobacco,equalize,48,0.04959790438202717,0.1,1000,289,1229,4.252595155709343,0.7464644786742534,0.23296997975919304,687410719,0.9376297577854672,0.014487449573592555,105.379,9.084155485287601,0.9081591695501731,0.021303231252261655,1000
tobacco,equalize,49,0.017264733753019967,0.1,1000,289,1229,4.252595155709343,0.7547250556758385,0.2335014486383456,3802446967,0.9266332179930796,0.01468522987136522,105.727,9.58657255610019,0.8977681660899653,0.01861865916950893,1000
tobacco,equalize,50,0.056820708034930834,0.1,1000,289,1229,4.252595155709343,0.7391386363572375,0.235355987276021,2553453420,0.9340103806228374,0.013837348589271797,105.33,8.806284724595878,0.9125778546712803,0.020511156028275825,1000
tobacco,equalize,51,0.032008158777664435,0.1,1000,289,1229,4.252595155709343,0.7507721415278408,0.23446543648102153,3701613764,0.9312837370242214,0.014474515235674957,105.06,8.35033700685955,0.912522491349481,0.019369553119785204,1000
tobacco,equalize,52,0.0036325204334490937,0.1,1000,289,1229,4.252595155709343,0.7588975761653917,0.23498876187326137,158758606,0.925,0.014554715857463641,105.439,8.193376008118417,0.9031453287197231,0.021292731546961093,1000
tobacco,equalize,53,0.02122370756376024,0.1,1000,289,1229,4.252595155709343,0.7560539555888406,0.24074102012521842,617021590,0.9276055363321799,0.015151240864183013,106.315,11.446693924526937,0.9084636678200692,0.020684291525714816,1000
tobacco,equalize,54,0.07010205660398226,0.1,1000,289,1229,4.252595155709343,0.7281752120749702,0.23482276616409734,44841161,0.9411245674740485,0.013009142762060449,105.038,7.903734878209479,0.9157785467128027,0.016387226464029875,1000
tobacco,equalize,55,0.08017578964565647,0.1,1000,289,1229,4.252595155709343,0.7313397957661024,0.23359088779267842,17858978,0.9457335640138408,0.012543743053364363,105.185,8.969460754483867,0.9326747404844291,0.01657764634398816,1000
tobacco,equalize,56,0.07946874092274792,0.1,1000,289,1229,4.252595155709343,0.7257764351133646,0.23466131253251615,3145237626,0.9377923875432527,0.013031575397796213,105.295,8.641681182134276,0.920878892733564,0.018118230401532202,1000
tobacco,equalize,57,0.018253406392047266,0.1,1000,289,1229,4.252595155709343,0.753108978239264,0.23409174310196307,2984684195,0.9282768166089965,0.014522830453960509,105.442,8.95638614915932,0.905726643598616,0.022012862477823684,1000
tobacco,equalize,58,0.029696644289037667,0.1,1000,289,1229,4.252595155709343,0.7505637970499548,0.23470136464802197,2454902442,0.9266782006920415,0.015433376935043585,105.744,9.254626524723301,0.9035051903114187,0.022267624213044138,1000
tobacco,equalize,59,0.031560553827801756,0.1,1000,289,1229,4.252595155709343,0.7544097234930922,0.23504506299646694,3171523330,0.9332525951557094,0.013740845462990384,105.046,7.881116418122244,0.9178858131487889,0.01908675926737014,1000
tobacco,equalize,60,0.05994286910550498,0.1,1000,289,1229,4.252595155709343,0.736283753917017,0.23648629420422573,1055909978,0.9426643598615917,0.012993621504279415,105.14,8.214857508434578,0.9307820069204152,0.016816610279380955,1000
tobacco,equalize,61,0.08719443447473096,0.1,1000,289,1229,4.252595155709343,0.7227638865817709,0.2339588340650686,2591708877,0.9445432525951558,0.013255325974639668,105.015,7.981257762751147,0.929356401384083,0.01902206929550786,1000
tobacco,equalize,62,0.09007752604290264,0.1,1000,289,1229,4.252595155709343,0.7221501150117827,0.23567745424696165,1953635431,0.9474948096885814,0.012320672771055526,104.965,7.632563856990066,0.9288235294117647,0.01548268769900276,1000
tobacco,equalize,63,0.031229389981276515,0.1,1000,289,1229,4.252595155709343,0.7503723453675732,0.23429227678406803,3752495588,0.9316470588235294,0.014072466557461909,105.811,10.107593306145747,0.9121660899653978,0.020467217686212177,1000
tobacco,equalize,64,0.09329497586969666,0.1,1000,289,1229,4.252595155709343,0.7251345088842027,0.23757108689869622,3180722732,0.9429826989619376,0.012924450947876307,105.042,7.797630347678642,0.9307820069204152,0.01659492807611346,1000
tobacco,equalize,65,0.0812976907390246,0.1,1000,289,1229,4.252595155709343,0.7306640839459319,0.2357457572701264,2077201405,0.9418373702422146,0.012516965464975549,105.038,8.076371944368574,0.9322249134948097,0.015648742115528032,1000
tobacco,equalize,66,0.09733638984257031,0.1,1000,289,1229,4.252595155709343,0.7274995002547996,0.2351373510518549,4020582517,0.9441903114186851,0.01298312937688809,105.211,8.954924325178284,0.919726643598616,0.01606705216731301,1000
tobacco,equalize,67,0.0004413372391653403,0.1,1000,289,1229,4.252595155709343,0.7613132459225015,0.23497312210774274,4164930822,0.924363321799308,0.015555289460114754,105.614,9.390590353496812,0.902083044982699,0.022968392436736783,1000
tobacco,equalize,68,0.06915838802504443,0.1,1000,289,1229,4.252595155709343,0.7257201257950172,0.2344459350379149,3769089951,0.9419861591695502,0.012962289310190413,104.813,7.142481784789237,0.9310415224913495,0.01635778420353346,1000
tobacco,equalize,69,0.06678654113353882,0.1,1000,289,1229,4.252595155709343,0.7264915634563786,0.23568426415907545,4038449349,0.9454359861591696,0.012668823330918778,104.947,7.0035162768598065,0.9248581314878893,0.020288659261085175,1000
tobacco,equalize,70,0.07541462549890407,0.1,1000,289,1229,4.252595155709343,0.7319310436087516,0.23530546942492175,269127025,0.9411453287197232,0.013400395889275324,105.67,9.835743075225276,0.9235051903114186,0.019091440489778996,1000
tobacco,equalize,71,0.008603243579125465,0.1,1000,289,1229,4.252595155709343,0.7600969646461945,0.23831660101926974,2622539564,0.9263079584775087,0.014521499671155262,105.223,9.007686129601174,0.9025467128027682,0.021139129171556633,1000
tobacco,equalize,72,0.07477547873173086,0.1,1000,289,1229,4.252595155709343,0.728620055689916,0.23363274040205093,2135482610,0.9380968858131488,0.013606741615258603,105.471,8.306994953962901,0.9248096885813148,0.01807022733369674,1000
tobacco,equalize,73,0.08698492218388623,0.1,1000,289,1229,4.252595155709343,0.7289466497363316,0.235197287477265,2679038943,0.9497404844290658,0.01191398786662363,104.165,4.978811460937593,0.9387612456747405,0.01666584633166496,1000
tobacco,equalize,74,0.0034149271992742094,0.1,1000,289,1229,4.252595155709343,0.7597027994177616,0.23829898856534887,227395692,0.9272110726643599,0.014667637087922361,105.743,10.002349623863276,0.9050692041522491,0.02183322143381611,1000
tobacco,equalize,75,0.025202719434436638,0.1,1000,289,1229,4.252595155709343,0.7498205140477673,0.23484131978765843,1404619340,0.9321141868512112,0.014082833884394009,105.105,8.789039891946237,0.9110692041522491,0.02064883356359166,1000
tobacco,equalize,76,0.0806799113726987,0.1,1000,289,1229,4.252595155709343,0.7318127940402218,0.2343962057836593,2623103282,0.9444809688581315,0.012560196717336063,105.543,9.39086467474317,0.933166089965398,0.016697091937126655,1000
tobacco,equalize,77,0.018864379096325934,0.1,1000,289,1229,4.252595155709343,0.7582443880725602,0.23601145992871253,3789943680,0.9283529411764706,0.015129728676440676,105.521,10.225072670211743,0.8985813148788927,0.02080965177790316,1000
tobacco,equalize,78,0.05212920640373142,0.1,1000,289,1229,4.252595155709343,0.7377421652622185,0.23411955777370205,1150237148,0.9409377162629757,0.013291429001905875,105.139,8.390356194886905,0.9263598615916956,0.01776567666743209,1000
tobacco,equalize,79,0.019241894121803008,0.1,1000,289,1229,4.252595155709343,0.7569323809550623,0.24064747720035357,2756371567,0.9276885813148789,0.013957066363054119,105.147,7.49450188862199,0.9105847750865051,0.01947435904582894,1000
tobacco,equalize,80,0.03238986781713493,0.1,1000,289,1229,4.252595155709343,0.7490040289317278,0.23608537532072488,2129599347,0.9368581314878893,0.014896999938411657,105.618,9.416408271986977,0.9172664359861592,0.021067797624094834,1000
tobacco,equalize,81,0.031139528035032196,0.1,1000,289,1229,4.252595155709343,0.751616781303054,0.2351175713371718,3188903927,0.9285882352941177,0.014315423830379556,105.751,10.185516370991895,0.9067404844290657,0.020622726253508392,1000
tobacco,equalize,82,0.050326458383043116,0.1,1000,289,1229,4.252595155709343,0.737567606375341,0.2348206217271648,360897809,0.9370138408304498,0.013597882577158101,105.58,9.57722941791222,0.9174878892733563,0.01714840800872107,1000
tobacco,equalize,83,0.09898393233195994,0.1,1000,289,1229,4.252595155709343,0.7207592748485983,0.23422098289316812,356003682,0.9535951557093425,0.010997899174276187,105.364,8.78662100632027,0.9441418685121107,0.014787201913381866,1000
tobacco,equalize,84,0.07713429316249922,0.1,1000,289,1229,4.252595155709343,0.732978396930016,0.23596070666556487,387164082,0.9332664359861592,0.013097025468820009,105.757,9.64847366395556,0.9195916955017301,0.016799986419481026,1000
tobacco,equalize,85,0.051918186959532625,0.1,1000,289,1229,4.252595155709343,0.7372241195334209,0.2364950198513485,1820888685,0.9396574394463668,0.013114435017711845,105.106,8.240064481705385,0.915681660899654,0.018444883587885468,1000
tobacco,equalize,86,0.08241163119909135,0.1,1000,289,1229,4.252595155709343,0.7303487517631856,0.2338847926428139,3250906316,0.9376608996539793,0.013818187227152974,104.934,7.456758494630707,0.9229584775086505,0.020223406497214453,1000
tobacco,equalize,87,0.07711914309820705,0.1,1000,289,1229,4.252595155709343,0.7409067489533505,0.23397791613043262,1689730199,0.9342698961937717,0.014213350581071548,105.146,8.685281694805191,0.916,0.0202320123380792,1000
tobacco,equalize,88,0.04402550258799758,0.1,1000,289,1229,4.252595155709343,0.7434575610744945,0.23500177811671077,476784377,0.933363321799308,0.013988733876523739,105.315,8.870200417998197,0.9179550173010381,0.018866608109889795,1000
tobacco,equalize,89,0.028395586305939614,0.1,1000,289,1229,4.252595155709343,0.7521291961000166,0.2358336957114407,3923807149,0.9266955017301038,0.014514063199105866,105.716,9.451278784940719,0.9067301038062284,0.020283823894707467,1000
tobacco,equalize,90,0.08293661937491326,0.1,1000,289,1229,4.252595155709343,0.7307035004687751,0.2341575897675792,2129104209,0.9466228373702422,0.012121990212879456,105.093,7.4687437453117305,0.9326401384083045,0.018146938468148275,1000
tobacco,equalize,91,0.09970910669462581,0.1,1000,289,1229,4.252595155709343,0.7213955701459255,0.2353568485253534,3798280189,0.9432837370242214,0.01302173236701675,104.973,8.259812073860731,0.9309792387543252,0.01751350808910664,1000
tobacco,equalize,92,0.09109843309468806,0.1,1000,289,1229,4.252595155709343,0.7219868179885748,0.233512891838501,2610784288,0.9528131487889274,0.011429239717386637,104.757,7.3419244653465885,0.9324117647058823,0.014066259534397272,1000
tobacco,equalize,93,0.09009625410515648,0.1,1000,289,1229,4.252595155709343,0.7226681607405802,0.23464174330347665,3441032505,0.938636678200692,0.013030530587011717,104.948,7.919976137717965,0.9252110726643599,0.016588795380683363,1000
tobacco,equalize,94,0.006649168128279537,0.1,1000,289,1229,4.252595155709343,0.7594719312125366,0.23476912092033922,552879741,0.9264048442906575,0.014714926477518504,105.563,8.182847303352906,0.9066505190311418,0.02072528355705345,1000
tobacco,equalize,95,0.04110121842408907,0.1,1000,289,1229,4.252595155709343,0.7460872062413249,0.23421585402658152,2293381836,0.9367681660899655,0.013748267783540484,105.323,8.39661682906718,0.9181418685121107,0.019519120444639507,1000
tobacco,equalize,96,0.039304344174685896,0.1,1000,289,1229,4.252595155709343,0.749803621252263,0.23569853992858722,899497263,0.9360484429065744,0.013826828403434977,104.963,7.210799305668309,0.9112249134948097,0.021404658003011456,1000
tobacco,equalize,97,0.0731117257640159,0.1,1000,289,1229,4.252595155709343,0.7308330119009744,0.23867002562598236,1997159442,0.9439411764705883,0.013232851041779929,104.903,7.46654808732525,0.9290519031141868,0.018250685809645763,1000
tobacco,equalize,98,0.02708598964914275,0.1,1000,289,1229,4.252595155709343,0.7514028058933332,0.23501512807590688,2371775484,0.9333044982698961,0.015226777072065927,105.581,10.187012035637053,0.9099342560553634,0.024378580020433034,1000
tobacco,equalize,99,0.021209924999791175,0.1,1000,289,1229,4.252595155709343,0.7547757340623513,0.24291384068458707,1032647377,0.9286124567474049,0.014814040756945009,105.752,9.866805453126652,0.9103944636678201,0.02029569948365349,1000
tobacco,equalize,100,0.041825031415371076,0.1,1000,289,1229,4.252595155709343,0.7438404644392577,0.23752381240108233,2095428462,0.929712802768166,0.013420107796453667,105.72,9.741175005639239,0.9191695501730104,0.016806064869722942,1000
tobacco,equalize,101,0.034122524068210994,0.1,1000,289,1229,4.252595155709343,0.7464757405379229,0.2354733576457259,3452313251,0.9334740484429066,0.013979944159481106,105.297,8.688399120625117,0.9135501730103806,0.020073200114472625,1000
tobacco,equalize,102,0.06523627432239835,0.1,1000,289,1229,4.252595155709343,0.7280738553019446,0.23509718364772322,2799396590,0.9413806228373702,0.013605692964624801,105.45,11.087760749512881,0.9212733564013841,0.02251391756509103,1000
