n_agents,shape,conclusion,steps
8,cycle,1.0,1190
8,cycle,1.0,990
8,cycle,1.0,420
8,cycle,1.0,653
8,cycle,1.0,435
8,cycle,1.0,2038
8,cycle,1.0,1306
8,cycle,1.0,817
8,cycle,1.0,442
8,cycle,1.0,547
8,cycle,1.0,276
8,cycle,1.0,751
8,cycle,1.0,256
8,cycle,1.0,482
8,cycle,1.0,774
8,cycle,1.0,396
8,cycle,1.0,964
8,cycle,1.0,2065
8,cycle,1.0,679
8,cycle,1.0,848
8,cycle,1.0,730
8,cycle,1.0,1313
8,cycle,1.0,759
8,cycle,1.0,699
8,cycle,1.0,1724
8,cycle,1.0,355
8,cycle,1.0,525
8,cycle,0.0,176
8,cycle,1.0,341
8,cycle,1.0,652
8,cycle,1.0,350
8,cycle,1.0,1224
8,cycle,1.0,499
8,cycle,1.0,1091
8,cycle,0.0,15
8,cycle,1.0,172
8,cycle,0.0,21
8,cycle,1.0,430
8,cycle,1.0,1093
8,cycle,1.0,871
8,cycle,1.0,611
8,cycle,1.0,1109
8,cycle,1.0,1051
8,cycle,1.0,992
8,cycle,1.0,885
8,cycle,1.0,839
8,cycle,1.0,596
8,cycle,1.0,791
8,cycle,1.0,343
8,cycle,1.0,472
8,cycle,1.0,1198
8,cycle,1.0,906
8,cycle,1.0,974
8,cycle,1.0,439
8,cycle,1.0,2419
8,cycle,1.0,637
8,cycle,1.0,436
8,cycle,1.0,581
8,cycle,1.0,1940
8,cycle,0.0,5
8,cycle,0.0,65
8,cycle,1.0,413
8,cycle,1.0,609
8,cycle,1.0,668
8,cycle,1.0,716
8,cycle,1.0,1526
8,cycle,1.0,1611
8,cycle,1.0,1656
8,cycle,1.0,902
8,cycle,1.0,310
8,cycle,1.0,478
8,cycle,1.0,967
8,cycle,1.0,249
8,cycle,1.0,626
8,cycle,1.0,1322
8,cycle,1.0,384
8,cycle,1.0,2466
8,cycle,1.0,790
8,cycle,1.0,621
8,cycle,1.0,499
8,cycle,1.0,551
8,cycle,0.0,1
8,cycle,1.0,440
8,cycle,1.0,343
8,cycle,1.0,629
8,cycle,1.0,1450
8,cycle,1.0,2019
8,cycle,1.0,703
8,cycle,1.0,949
8,cycle,1.0,1053
8,cycle,1.0,1879
8,cycle,1.0,385
8,cycle,1.0,2472
8,cycle,1.0,800
8,cycle,1.0,605
8,cycle,1.0,496
8,cycle,1.0,399
8,cycle,1.0,1474
8,cycle,1.0,995
8,cycle,1.0,482
8,cycle,0.0,1
8,cycle,1.0,175
8,cycle,1.0,802
8,cycle,1.0,161
8,cycle,1.0,804
8,cycle,0.0,97
8,cycle,1.0,293
8,cycle,1.0,493
8,cycle,1.0,398
8,cycle,1.0,508
8,cycle,1.0,1581
8,cycle,1.0,492
8,cycle,1.0,603
8,cycle,1.0,457
8,cycle,1.0,436
8,cycle,1.0,878
8,cycle,1.0,321
8,cycle,1.0,904
8,cycle,1.0,490
8,cycle,1.0,129
8,cycle,1.0,1303
8,cycle,1.0,840
8,cycle,1.0,283
8,cycle,1.0,994
8,cycle,1.0,652
8,cycle,1.0,349
8,cycle,1.0,1043
8,cycle,1.0,621
8,cycle,1.0,621
8,cycle,1.0,211
8,cycle,1.0,1675
8,cycle,0.0,61
8,cycle,1.0,1058
8,cycle,1.0,916
8,cycle,1.0,1034
8,cycle,1.0,360
8,cycle,1.0,693
8,cycle,1.0,908
8,cycle,1.0,1569
8,cycle,1.0,1191
8,cycle,1.0,399
8,cycle,1.0,640
8,cycle,1.0,816
8,cycle,1.0,474
8,cycle,1.0,865
8,cycle,1.0,427
8,cycle,1.0,441
8,cycle,1.0,1023
8,cycle,1.0,915
8,cycle,0.0,273
8,cycle,1.0,828
8,cycle,1.0,509
8,cycle,1.0,610
8,cycle,1.0,553
8,cycle,1.0,735
8,cycle,1.0,770
8,cycle,1.0,1826
8,cycle,1.0,286
8,cycle,1.0,385
8,cycle,1.0,532
8,cycle,1.0,896
8,cycle,1.0,141
8,cycle,1.0,321
8,cycle,1.0,179
8,cycle,1.0,237
8,cycle,1.0,381
8,cycle,1.0,463
8,cycle,1.0,619
8,cycle,1.0,623
8,cycle,1.0,1479
8,cycle,1.0,1179
8,cycle,1.0,945
8,cycle,1.0,561
8,cycle,1.0,692
8,cycle,1.0,1003
8,cycle,1.0,489
8,cycle,1.0,111
8,cycle,1.0,1686
8,cycle,1.0,166
8,cycle,1.0,990
8,cycle,1.0,954
8,cycle,1.0,942
8,cycle,1.0,561
8,cycle,1.0,1430
8,cycle,0.0,38
8,cycle,1.0,737
8,cycle,1.0,249
8,cycle,1.0,760
8,cycle,1.0,1815
8,cycle,1.0,1012
8,cycle,1.0,1208
8,cycle,1.0,509
8,cycle,1.0,316
8,cycle,1.0,828
8,cycle,1.0,486
8,cycle,1.0,476
8,cycle,1.0,570
8,cycle,1.0,1633
8,cycle,1.0,378
8,cycle,1.0,376
8,cycle,1.0,763
8,cycle,1.0,524
8,cycle,1.0,1012
8,cycle,1.0,260
8,cycle,0.0,32
8,cycle,1.0,1034
8,cycle,1.0,526
8,cycle,1.0,1265
8,cycle,1.0,332
8,cycle,1.0,341
8,cycle,1.0,510
8,cycle,0.0,15
8,cycle,1.0,360
8,cycle,1.0,224
8,cycle,1.0,707
8,cycle,1.0,672
8,cycle,1.0,835
8,cycle,1.0,987
8,cycle,0.0,1
8,cycle,1.0,738
8,cycle,1.0,740
8,cycle,1.0,668
8,cycle,1.0,480
8,cycle,1.0,261
8,cycle,1.0,362
8,cycle,1.0,557
8,cycle,1.0,2059
8,cycle,1.0,895
8,cycle,1.0,607
8,cycle,1.0,1008
8,cycle,1.0,1042
8,cycle,1.0,601
8,cycle,1.0,1534
8,cycle,1.0,923
8,cycle,1.0,1255
8,cycle,1.0,266
8,cycle,1.0,1517
8,cycle,1.0,786
8,cycle,1.0,853
8,cycle,1.0,1430
8,cycle,1.0,191
8,cycle,1.0,922
8,cycle,1.0,902
8,cycle,1.0,665
8,cycle,1.0,2066
8,cycle,1.0,810
8,cycle,1.0,723
8,cycle,1.0,520
8,cycle,1.0,634
8,cycle,1.0,915
8,cycle,1.0,980
8,cycle,1.0,788
8,cycle,1.0,844
8,cycle,1.0,1581
8,cycle,1.0,938
8,cycle,0.0,2
8,cycle,1.0,2475
8,cycle,1.0,1041
8,cycle,1.0,305
8,cycle,1.0,180
8,cycle,1.0,347
8,cycle,1.0,547
8,cycle,1.0,488
8,cycle,1.0,301
8,cycle,1.0,1165
8,cycle,1.0,741
8,cycle,1.0,580
8,cycle,1.0,126
8,cycle,1.0,314
8,cycle,1.0,420
8,cycle,1.0,767
8,cycle,1.0,805
8,cycle,1.0,672
8,cycle,1.0,639
8,cycle,0.0,156
8,cycle,1.0,833
8,cycle,1.0,728
8,cycle,1.0,676
8,cycle,1.0,310
8,cycle,1.0,1012
8,cycle,1.0,737
8,cycle,1.0,514
8,cycle,1.0,1915
8,cycle,1.0,1101
8,cycle,1.0,431
8,cycle,1.0,337
8,cycle,1.0,448
8,cycle,1.0,973
8,cycle,1.0,496
8,cycle,1.0,330
8,cycle,1.0,784
8,cycle,1.0,653
8,cycle,1.0,835
8,cycle,1.0,525
8,cycle,1.0,311
8,cycle,1.0,1124
8,cycle,0.0,297
8,cycle,1.0,1885
8,cycle,1.0,1627
8,cycle,1.0,758
8,cycle,1.0,909
8,cycle,1.0,341
8,cycle,0.0,99
8,cycle,1.0,405
8,cycle,1.0,1319
8,cycle,1.0,422
8,cycle,1.0,726
8,cycle,0.0,74
8,cycle,1.0,344
8,cycle,1.0,1360
8,cycle,1.0,427
8,cycle,1.0,916
8,cycle,1.0,448
8,cycle,1.0,1131
8,cycle,1.0,983
8,cycle,1.0,747
8,cycle,1.0,255
8,cycle,1.0,480
8,cycle,1.0,534
8,cycle,1.0,326
8,cycle,1.0,356
8,cycle,1.0,516
8,cycle,1.0,496
8,cycle,1.0,1167
8,cycle,1.0,1266
8,cycle,1.0,473
8,cycle,1.0,277
8,cycle,1.0,887
8,cycle,1.0,984
8,cycle,1.0,785
8,cycle,1.0,395
8,cycle,1.0,1040
8,cycle,1.0,517
8,cycle,1.0,534
8,cycle,1.0,1296
8,cycle,1.0,1036
8,cycle,0.0,57
8,cycle,1.0,493
8,cycle,1.0,817
8,cycle,1.0,1198
8,cycle,1.0,1032
8,cycle,1.0,1634
8,cycle,1.0,355
8,cycle,1.0,415
8,cycle,1.0,1047
8,cycle,1.0,508
8,cycle,1.0,453
8,cycle,1.0,914
8,cycle,1.0,736
8,cycle,1.0,867
8,cycle,1.0,508
8,cycle,1.0,605
8,cycle,1.0,355
8,cycle,1.0,874
8,cycle,1.0,1063
8,cycle,1.0,1317
8,cycle,1.0,1312
8,cycle,1.0,732
8,cycle,1.0,390
8,cycle,1.0,486
8,cycle,1.0,371
8,cycle,1.0,697
8,cycle,1.0,1690
8,cycle,1.0,263
8,cycle,1.0,515
8,cycle,1.0,1054
8,cycle,1.0,592
8,cycle,1.0,558
8,cycle,1.0,507
8,cycle,1.0,332
8,cycle,1.0,717
8,cycle,1.0,200
8,cycle,1.0,377
8,cycle,1.0,476
8,cycle,1.0,512
8,cycle,1.0,566
8,cycle,1.0,1138
8,cycle,1.0,958
8,cycle,1.0,478
8,cycle,1.0,833
8,cycle,1.0,1223
8,cycle,1.0,563
8,cycle,1.0,260
8,cycle,1.0,1726
8,cycle,1.0,334
8,cycle,1.0,896
8,cycle,1.0,954
8,cycle,1.0,186
8,cycle,1.0,1752
8,cycle,1.0,641
8,cycle,1.0,806
8,cycle,1.0,1291
8,cycle,1.0,363
8,cycle,1.0,1721
8,cycle,1.0,985
8,cycle,1.0,391
8,cycle,1.0,1196
8,cycle,1.0,968
8,cycle,1.0,1238
8,cycle,1.0,580
8,cycle,1.0,881
8,cycle,1.0,320
8,cycle,1.0,538
8,cycle,1.0,157
8,cycle,1.0,340
8,cycle,1.0,917
8,cycle,1.0,505
8,wheel,1.0,501
8,wheel,1.0,373
8,wheel,1.0,310
8,wheel,1.0,155
8,wheel,1.0,354
8,wheel,1.0,904
8,wheel,1.0,539
8,wheel,1.0,270
8,wheel,1.0,494
8,wheel,1.0,289
8,wheel,1.0,293
8,wheel,1.0,250
8,wheel,1.0,923
8,wheel,1.0,337
8,wheel,1.0,863
8,wheel,1.0,244
8,wheel,1.0,253
8,wheel,1.0,540
8,wheel,1.0,471
8,wheel,1.0,736
8,wheel,1.0,396
8,wheel,1.0,427
8,wheel,1.0,1544
8,wheel,1.0,423
8,wheel,1.0,399
8,wheel,1.0,345
8,wheel,1.0,229
8,wheel,1.0,500
8,wheel,1.0,614
8,wheel,1.0,332
8,wheel,0.0,78
8,wheel,1.0,120
8,wheel,1.0,325
8,wheel,1.0,564
8,wheel,1.0,363
8,wheel,1.0,290
8,wheel,1.0,294
8,wheel,1.0,558
8,wheel,0.0,9
8,wheel,1.0,432
8,wheel,1.0,237
8,wheel,1.0,101
8,wheel,1.0,293
8,wheel,1.0,305
8,wheel,1.0,174
8,wheel,1.0,810
8,wheel,1.0,224
8,wheel,1.0,219
8,wheel,0.0,66
8,wheel,1.0,242
8,wheel,1.0,835
8,wheel,1.0,349
8,wheel,1.0,428
8,wheel,1.0,64
8,wheel,1.0,838
8,wheel,1.0,513
8,wheel,1.0,77
8,wheel,1.0,121
8,wheel,1.0,251
8,wheel,1.0,464
8,wheel,1.0,848
8,wheel,1.0,301
8,wheel,1.0,228
8,wheel,1.0,510
8,wheel,1.0,187
8,wheel,1.0,413
8,wheel,1.0,497
8,wheel,1.0,356
8,wheel,1.0,995
8,wheel,1.0,1263
8,wheel,1.0,189
8,wheel,1.0,135
8,wheel,1.0,212
8,wheel,1.0,360
8,wheel,1.0,730
8,wheel,1.0,161
8,wheel,1.0,415
8,wheel,1.0,95
8,wheel,1.0,287
8,wheel,1.0,207
8,wheel,1.0,630
8,wheel,1.0,345
8,wheel,1.0,287
8,wheel,1.0,187
8,wheel,1.0,394
8,wheel,1.0,199
8,wheel,0.0,98
8,wheel,1.0,675
8,wheel,1.0,164
8,wheel,1.0,240
8,wheel,1.0,392
8,wheel,1.0,339
8,wheel,1.0,239
8,wheel,1.0,100
8,wheel,1.0,152
8,wheel,1.0,125
8,wheel,1.0,743
8,wheel,0.0,178
8,wheel,1.0,295
8,wheel,1.0,227
8,wheel,1.0,94
8,wheel,1.0,436
8,wheel,1.0,293
8,wheel,1.0,425
8,wheel,1.0,150
8,wheel,1.0,620
8,wheel,1.0,408
8,wheel,1.0,662
8,wheel,0.0,47
8,wheel,1.0,389
8,wheel,1.0,254
8,wheel,1.0,418
8,wheel,1.0,205
8,wheel,1.0,311
8,wheel,1.0,430
8,wheel,1.0,331
8,wheel,1.0,383
8,wheel,1.0,207
8,wheel,1.0,425
8,wheel,1.0,417
8,wheel,1.0,181
8,wheel,1.0,389
8,wheel,1.0,672
8,wheel,1.0,172
8,wheel,1.0,633
8,wheel,1.0,328
8,wheel,0.0,57
8,wheel,1.0,263
8,wheel,1.0,194
8,wheel,1.0,157
8,wheel,1.0,139
8,wheel,1.0,275
8,wheel,1.0,275
8,wheel,1.0,167
8,wheel,1.0,613
8,wheel,1.0,332
8,wheel,1.0,282
8,wheel,1.0,304
8,wheel,1.0,281
8,wheel,1.0,341
8,wheel,1.0,570
8,wheel,1.0,282
8,wheel,1.0,433
8,wheel,1.0,480
8,wheel,1.0,343
8,wheel,1.0,233
8,wheel,1.0,713
8,wheel,1.0,899
8,wheel,1.0,128
8,wheel,1.0,1174
8,wheel,1.0,305
8,wheel,1.0,698
8,wheel,1.0,80
8,wheel,1.0,259
8,wheel,1.0,160
8,wheel,1.0,528
8,wheel,1.0,264
8,wheel,1.0,156
8,wheel,1.0,358
8,wheel,1.0,210
8,wheel,1.0,539
8,wheel,1.0,199
8,wheel,0.0,1
8,wheel,1.0,120
8,wheel,1.0,354
8,wheel,1.0,302
8,wheel,1.0,124
8,wheel,1.0,501
8,wheel,1.0,262
8,wheel,1.0,436
8,wheel,1.0,389
8,wheel,1.0,349
8,wheel,1.0,422
8,wheel,1.0,195
8,wheel,0.0,4
8,wheel,1.0,1014
8,wheel,1.0,441
8,wheel,1.0,605
8,wheel,0.0,53
8,wheel,0.0,41
8,wheel,1.0,338
8,wheel,1.0,595
8,wheel,1.0,405
8,wheel,1.0,915
8,wheel,1.0,269
8,wheel,1.0,250
8,wheel,1.0,102
8,wheel,1.0,382
8,wheel,1.0,400
8,wheel,1.0,546
8,wheel,1.0,385
8,wheel,1.0,220
8,wheel,1.0,432
8,wheel,1.0,95
8,wheel,1.0,866
8,wheel,1.0,493
8,wheel,1.0,86
8,wheel,1.0,802
8,wheel,1.0,233
8,wheel,1.0,608
8,wheel,1.0,201
8,wheel,1.0,281
8,wheel,1.0,634
8,wheel,1.0,646
8,wheel,0.0,29
8,wheel,1.0,331
8,wheel,1.0,583
8,wheel,0.0,41
8,wheel,1.0,273
8,wheel,1.0,246
8,wheel,1.0,215
8,wheel,1.0,261
8,wheel,1.0,316
8,wheel,1.0,429
8,wheel,1.0,472
8,wheel,1.0,121
8,wheel,1.0,287
8,wheel,1.0,156
8,wheel,1.0,459
8,wheel,0.0,157
8,wheel,1.0,475
8,wheel,1.0,400
8,wheel,0.0,38
8,wheel,1.0,226
8,wheel,1.0,662
8,wheel,1.0,672
8,wheel,1.0,392
8,wheel,1.0,561
8,wheel,0.0,803
8,wheel,1.0,600
8,wheel,1.0,744
8,wheel,1.0,368
8,wheel,1.0,199
8,wheel,1.0,307
8,wheel,1.0,170
8,wheel,0.0,34
8,wheel,1.0,1233
8,wheel,1.0,522
8,wheel,1.0,377
8,wheel,1.0,329
8,wheel,1.0,359
8,wheel,1.0,310
8,wheel,1.0,115
8,wheel,1.0,878
8,wheel,1.0,226
8,wheel,1.0,862
8,wheel,1.0,116
8,wheel,1.0,396
8,wheel,1.0,273
8,wheel,1.0,105
8,wheel,1.0,470
8,wheel,1.0,216
8,wheel,1.0,286
8,wheel,0.0,5
8,wheel,1.0,272
8,wheel,1.0,385
8,wheel,1.0,167
8,wheel,1.0,631
8,wheel,1.0,194
8,wheel,1.0,111
8,wheel,1.0,415
8,wheel,1.0,108
8,wheel,1.0,647
8,wheel,1.0,258
8,wheel,1.0,637
8,wheel,1.0,267
8,wheel,1.0,477
8,wheel,1.0,589
8,wheel,1.0,147
8,wheel,1.0,287
8,wheel,1.0,228
8,wheel,1.0,561
8,wheel,1.0,1330
8,wheel,1.0,236
8,wheel,1.0,227
8,wheel,1.0,502
8,wheel,1.0,217
8,wheel,1.0,290
8,wheel,1.0,362
8,wheel,0.0,192
8,wheel,0.0,43
8,wheel,1.0,220
8,wheel,1.0,278
8,wheel,1.0,125
8,wheel,1.0,392
8,wheel,1.0,138
8,wheel,1.0,458
8,wheel,1.0,781
8,wheel,1.0,83
8,wheel,1.0,322
8,wheel,1.0,269
8,wheel,1.0,416
8,wheel,1.0,157
8,wheel,1.0,349
8,wheel,1.0,212
8,wheel,1.0,295
8,wheel,1.0,527
8,wheel,1.0,252
8,wheel,1.0,89
8,wheel,1.0,214
8,wheel,0.0,92
8,wheel,1.0,476
8,wheel,1.0,849
8,wheel,1.0,240
8,wheel,1.0,116
8,wheel,1.0,257
8,wheel,0.0,125
8,wheel,1.0,407
8,wheel,1.0,92
8,wheel,1.0,340
8,wheel,1.0,326
8,wheel,1.0,435
8,wheel,1.0,339
8,wheel,0.0,31
8,wheel,1.0,394
8,wheel,1.0,470
8,wheel,1.0,138
8,wheel,0.0,80
8,wheel,1.0,418
8,wheel,1.0,449
8,wheel,1.0,378
8,wheel,1.0,292
8,wheel,1.0,366
8,wheel,1.0,404
8,wheel,1.0,215
8,wheel,1.0,429
8,wheel,1.0,166
8,wheel,1.0,290
8,wheel,1.0,354
8,wheel,1.0,214
8,wheel,1.0,820
8,wheel,1.0,310
8,wheel,1.0,323
8,wheel,1.0,381
8,wheel,1.0,196
8,wheel,1.0,226
8,wheel,1.0,781
8,wheel,1.0,689
8,wheel,1.0,308
8,wheel,1.0,553
8,wheel,1.0,391
8,wheel,1.0,795
8,wheel,1.0,207
8,wheel,1.0,215
8,wheel,1.0,806
8,wheel,1.0,525
8,wheel,1.0,222
8,wheel,1.0,183
8,wheel,1.0,306
8,wheel,1.0,448
8,wheel,1.0,319
8,wheel,1.0,163
8,wheel,1.0,488
8,wheel,1.0,559
8,wheel,1.0,148
8,wheel,1.0,987
8,wheel,1.0,128
8,wheel,1.0,290
8,wheel,1.0,128
8,wheel,1.0,784
8,wheel,1.0,139
8,wheel,1.0,604
8,wheel,1.0,370
8,wheel,1.0,354
8,wheel,1.0,359
8,wheel,1.0,259
8,wheel,1.0,75
8,wheel,0.0,31
8,wheel,1.0,1109
8,wheel,1.0,623
8,wheel,1.0,263
8,wheel,1.0,521
8,wheel,1.0,128
8,wheel,1.0,559
8,wheel,1.0,350
8,wheel,1.0,152
8,wheel,1.0,306
8,wheel,1.0,1112
8,wheel,1.0,197
8,wheel,1.0,177
8,wheel,1.0,357
8,wheel,1.0,309
8,wheel,1.0,884
8,wheel,1.0,1371
8,wheel,1.0,251
8,wheel,1.0,807
8,wheel,1.0,391
8,wheel,1.0,374
8,wheel,1.0,316
8,wheel,1.0,416
8,wheel,1.0,278
8,wheel,1.0,933
8,wheel,1.0,671
8,wheel,1.0,359
8,wheel,1.0,223
8,wheel,1.0,216
8,wheel,1.0,502
8,wheel,0.0,4
8,wheel,1.0,486
8,wheel,0.0,15
8,wheel,1.0,297
8,wheel,0.0,13
8,wheel,0.0,1
8,wheel,1.0,252
8,wheel,1.0,257
8,wheel,1.0,749
8,wheel,1.0,627
8,wheel,1.0,268
8,wheel,1.0,407
8,wheel,1.0,790
8,wheel,1.0,460
8,wheel,1.0,414
8,wheel,1.0,211
8,wheel,1.0,323
8,wheel,1.0,428
8,wheel,1.0,219
8,wheel,1.0,227
8,wheel,0.0,72
8,wheel,1.0,497
8,wheel,1.0,222
8,wheel,1.0,474
8,wheel,1.0,658
8,wheel,1.0,196
8,wheel,1.0,315
8,wheel,1.0,303
8,wheel,1.0,310
8,wheel,1.0,410
8,wheel,1.0,239
8,wheel,1.0,303
8,wheel,1.0,443
8,wheel,1.0,575
8,wheel,1.0,180
8,wheel,1.0,240
8,wheel,1.0,462
8,wheel,1.0,159
8,wheel,1.0,272
8,wheel,1.0,176
8,wheel,1.0,448
8,wheel,1.0,461
8,wheel,1.0,299
8,wheel,1.0,309
8,wheel,1.0,188
8,wheel,1.0,220
8,wheel,1.0,213
8,wheel,1.0,510
8,wheel,1.0,289
8,wheel,0.0,27
8,wheel,1.0,147
8,wheel,1.0,804
8,wheel,1.0,253
8,wheel,1.0,603
8,wheel,1.0,126
8,wheel,1.0,213
8,wheel,1.0,411
8,wheel,1.0,447
8,wheel,0.0,60
8,wheel,1.0,567
8,wheel,1.0,673
8,wheel,1.0,404
8,wheel,1.0,240
8,wheel,1.0,488
8,wheel,1.0,69
8,wheel,1.0,412
8,wheel,1.0,826
8,wheel,1.0,267
8,wheel,1.0,292
8,wheel,1.0,312
8,wheel,1.0,1143
8,wheel,1.0,217
8,wheel,1.0,467
8,wheel,1.0,536
8,wheel,1.0,300
8,wheel,1.0,447
8,wheel,1.0,362
8,wheel,1.0,448
8,wheel,1.0,381
8,wheel,1.0,167
8,wheel,1.0,223
8,wheel,1.0,317
8,wheel,1.0,403
8,wheel,1.0,287
8,wheel,1.0,109
8,wheel,1.0,275
8,wheel,1.0,346
8,wheel,1.0,159
8,wheel,1.0,253
8,wheel,1.0,671
8,wheel,1.0,157
8,wheel,1.0,128
8,wheel,1.0,404
8,wheel,1.0,491
8,wheel,0.0,63
8,wheel,1.0,561
8,wheel,1.0,576
8,wheel,1.0,293
8,wheel,1.0,405
8,wheel,1.0,187
8,wheel,1.0,542
8,wheel,1.0,770
8,wheel,1.0,80
8,wheel,1.0,127
8,wheel,1.0,650
8,wheel,1.0,383
8,wheel,1.0,299
8,wheel,1.0,263
8,wheel,1.0,204
8,wheel,0.0,101
8,wheel,1.0,250
8,wheel,1.0,245
8,wheel,1.0,1250
8,wheel,0.0,42
8,wheel,1.0,758
8,wheel,1.0,456
8,wheel,1.0,198
8,wheel,1.0,153
8,wheel,1.0,205
8,wheel,1.0,303
8,wheel,1.0,347
8,wheel,1.0,366
8,wheel,1.0,286
8,wheel,1.0,833
8,wheel,1.0,369
8,wheel,1.0,217
8,wheel,1.0,210
8,wheel,1.0,814
8,wheel,1.0,404
8,wheel,1.0,500
8,wheel,1.0,438
8,wheel,1.0,447
8,wheel,1.0,299
8,wheel,1.0,485
8,wheel,1.0,420
8,wheel,1.0,648
8,wheel,1.0,189
8,wheel,1.0,288
8,wheel,1.0,245
8,wheel,0.0,57
8,wheel,0.0,399
8,wheel,1.0,1100
8,wheel,1.0,473
8,wheel,1.0,506
8,wheel,1.0,300
8,wheel,1.0,486
8,wheel,1.0,590
8,wheel,1.0,647
8,wheel,1.0,415
8,wheel,1.0,193
8,wheel,1.0,457
8,wheel,1.0,242
8,wheel,1.0,245
8,wheel,1.0,190
8,wheel,1.0,115
8,wheel,1.0,105
8,wheel,1.0,234
8,wheel,1.0,303
8,wheel,1.0,977
8,wheel,1.0,690
8,wheel,1.0,348
8,wheel,1.0,291
8,wheel,0.0,248
8,wheel,1.0,305
8,wheel,1.0,239
8,wheel,1.0,171
8,wheel,1.0,996
8,wheel,1.0,242
8,wheel,1.0,438
8,wheel,1.0,380
8,wheel,1.0,475
8,wheel,1.0,153
8,wheel,1.0,324
8,wheel,1.0,236
8,wheel,1.0,376
8,wheel,0.0,18
8,wheel,1.0,479
8,wheel,1.0,276
8,wheel,1.0,823
8,wheel,1.0,253
8,wheel,1.0,276
8,wheel,1.0,356
8,wheel,1.0,452
8,wheel,1.0,387
8,wheel,0.0,152
8,wheel,1.0,722
8,wheel,0.0,26
8,wheel,0.0,131
8,wheel,1.0,240
8,wheel,1.0,435
8,wheel,1.0,410
8,wheel,1.0,549
8,wheel,1.0,760
8,wheel,1.0,349
8,wheel,0.0,64
8,wheel,1.0,155
8,wheel,1.0,281
8,wheel,1.0,779
8,wheel,1.0,431
8,wheel,1.0,657
8,wheel,1.0,157
8,wheel,1.0,185
8,wheel,1.0,496
8,wheel,1.0,553
8,wheel,1.0,207
8,wheel,1.0,418
8,wheel,1.0,522
8,wheel,0.0,105
8,wheel,1.0,339
8,wheel,0.0,76
8,wheel,1.0,246
8,wheel,0.0,261
8,wheel,1.0,338
8,wheel,1.0,188
8,wheel,1.0,237
8,wheel,1.0,350
8,wheel,0.0,85
8,wheel,1.0,173
8,wheel,1.0,377
8,wheel,1.0,285
8,wheel,1.0,237
8,wheel,1.0,286
8,wheel,1.0,280
8,wheel,1.0,210
8,wheel,0.0,257
8,wheel,1.0,231
8,wheel,1.0,563
8,wheel,0.0,33
8,wheel,1.0,494
8,wheel,1.0,197
8,wheel,1.0,354
8,wheel,1.0,426
8,wheel,1.0,282
8,wheel,1.0,234
8,wheel,1.0,318
8,wheel,1.0,387
8,wheel,1.0,676
8,wheel,1.0,325
8,wheel,1.0,466
8,wheel,1.0,243
8,wheel,1.0,84
8,wheel,1.0,368
8,wheel,1.0,354
8,wheel,1.0,423
8,wheel,1.0,235
8,wheel,1.0,567
8,wheel,1.0,226
8,wheel,1.0,285
8,wheel,1.0,329
8,wheel,1.0,402
8,wheel,1.0,609
8,wheel,1.0,141
8,wheel,1.0,274
8,wheel,1.0,137
8,wheel,1.0,214
8,wheel,1.0,271
8,wheel,1.0,257
8,wheel,1.0,452
8,wheel,1.0,284
8,wheel,1.0,697
8,wheel,1.0,546
8,wheel,1.0,371
8,wheel,1.0,614
8,wheel,1.0,544
8,wheel,1.0,241
8,wheel,1.0,342
8,wheel,1.0,280
8,wheel,1.0,327
8,wheel,0.0,40
8,wheel,1.0,488
8,wheel,1.0,329
8,wheel,1.0,449
8,wheel,1.0,822
8,wheel,1.0,102
8,wheel,1.0,526
8,wheel,1.0,375
8,wheel,1.0,295
8,wheel,1.0,121
8,wheel,1.0,1207
8,wheel,1.0,218
8,wheel,1.0,165
8,wheel,1.0,201
8,wheel,1.0,641
8,wheel,1.0,462
8,wheel,1.0,302
8,wheel,1.0,167
8,wheel,1.0,620
8,wheel,1.0,267
8,wheel,1.0,263
8,wheel,1.0,91
8,wheel,1.0,435
8,wheel,1.0,292
8,wheel,1.0,290
8,wheel,1.0,424
8,wheel,1.0,344
8,wheel,0.0,94
8,wheel,1.0,120
8,wheel,1.0,841
8,wheel,0.0,25
8,wheel,1.0,253
8,wheel,1.0,403
8,wheel,1.0,1351
8,wheel,1.0,365
8,wheel,0.0,3
8,wheel,1.0,340
8,wheel,1.0,828
8,wheel,0.0,172
8,wheel,1.0,462
8,wheel,1.0,117
8,wheel,1.0,170
8,wheel,1.0,452
8,wheel,1.0,148
8,wheel,1.0,1686
8,wheel,1.0,427
8,wheel,1.0,276
8,wheel,1.0,754
8,wheel,1.0,165
8,wheel,0.0,109
8,wheel,1.0,457
8,wheel,1.0,312
8,wheel,1.0,182
8,wheel,1.0,669
8,wheel,1.0,577
8,wheel,1.0,267
8,wheel,1.0,1448
8,wheel,1.0,1031
8,wheel,1.0,159
8,wheel,1.0,201
8,wheel,1.0,166
8,wheel,1.0,291
8,wheel,1.0,341
8,wheel,1.0,175
8,wheel,1.0,207
8,wheel,1.0,704
8,wheel,1.0,388
8,wheel,1.0,315
8,wheel,1.0,173
8,wheel,1.0,529
8,wheel,1.0,434
8,wheel,1.0,1298
8,wheel,1.0,158
8,wheel,1.0,485
8,wheel,1.0,383
8,wheel,1.0,738
8,wheel,1.0,158
8,wheel,1.0,480
8,wheel,1.0,320
8,wheel,1.0,194
8,wheel,1.0,299
8,wheel,1.0,436
8,wheel,1.0,607
8,wheel,1.0,399
