network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,3,0.0009256998697916332,0.9363555113474528,0.11704443891843157,0,0.0,0.0007810676760143704
pud,equalize,3,0.00038369496663406664,0.8215180238087972,0.1026897529760996,0,0.0,0.0006849180989795261
tobacco,equalize,3,0.0005983511606851667,0.9038909276326498,0.11298636595408117,0,0.0,0.0007537410656611124
