network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,3,0.0007636547088622332,0.7626023292541504,0.09532529115676876,0,0.0,0.0006361383199691771
pud,equalize,3,0.00028816858927406666,0.7596430778503418,0.09495538473129267,0,0.0,0.0006332760386996799
tobacco,equalize,3,0.0005916754404703333,0.7688090006510416,0.09610112508138018,0,0.0,0.00064116723007626
