network,method,variants_done,mean_build_sec,mean_run_sec,sec_per_run,variants_left,projected_hours_left,projected_total_hours
ego,equalize,3,0.0009833971659342,0.88417649269104,0.11052206158637994,0,0.0,0.0007376332415474785
pud,equalize,3,0.0003528594970702667,0.7843945821126302,0.0980493227640787,0,0.0,0.0006539562013414171
tobacco,equalize,3,0.0006786982218424,0.8454303741455078,0.10567879676818843,0,0.0,0.0007050908936394586
